IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
40720-7297;20130202;insucesso;2;;2;;;24;4;1;2;3;;;;;1;;1;;;;;;;;7;;3;2;1;1;;;;;;1;;;;;;;;9;1;1;;1;;1;;;1;;;;2;;;;4;1;;;1;;;;;;;;1;5;1;;;4;1;;;;;;;;;;;;;;23;;;2;1;11;;;5;3;2;2;1;;;1;1;;1;2;2;1;1;1;1;;2;1;;;1;;;1;;1;;;;;2;;;;2;;2;;;;;1;1;;;;;1;;1;1;;;;167
40751-6402;20130102;insucesso;;;;;;11;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;2;;;;;;;;;2;;;;5;1;;;;;;;;;;;;1;1;;;;;15;;;;;1;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;;;13;3;1;1;1;;;;1;;;74
40755-6401;20130102;insucesso;2;2;;;;36;1;;1;12;1;3;;;4;;4;;2;;;;;;12;;5;1;;;1;1;;;;2;;;;;;1;1;27;;;;4;;1;5;;1;1;1;1;;;;;20;;;;8;;6;1;;3;2;2;;17;1;;;13;;7;5;1;2;2;4;2;;;;;;;54;;1;1;;13;;1;4;1;1;1;1;;;1;1;;;8;8;1;6;2;1;1;17;3;1;;9;;;3;;1;;1;1;;2;2;2;;2;;;1;;;;7;4;18;6;3;1;7;1;4;3;1;;;436
40755-7114;20130202;SUCESSO;2;;2;2;;38;5;;2;10;2;;;;2;;2;;;;;;;;12;1;3;1;1;1;3;3;2;1;;3;;;;1;1;;;22;1;1;1;2;;;;;1;;;;;;;;7;;;;1;;;;;;;4;;10;2;;1;7;;1;;;;;;;;;;;;;27;;2;2;1;7;;1;4;1;1;;;;;2;1;;;7;6;;2;2;2;;7;2;1;;3;1;1;3;1;2;1;2;;;2;;;2;2;;;;;;;1;1;41;22;12;8;7;;1;1;3;;;356
40777-6400;20130102;SUCESSO;2;1;1;1;;87;4;;;4;1;;;;8;;5;;3;2;;1;;;26;1;6;1;;;1;1;1;;2;;;;;1;1;;;8;1;1;1;4;;;;;1;1;1;1;;;;;18;3;1;;9;1;4;1;;3;;1;1;17;1;;;13;;8;3;;1;;1;;2;;;;;;61;4;2;4;4;26;;2;12;7;4;4;1;4;;4;3;2;;7;5;;4;2;1;;5;2;2;;4;2;2;2;2;1;1;;2;;2;1;1;1;3;;;;2;;1;1;1;;;;;1;;1;1;;;;472
40838-7114;20130202;insucesso;1;1;;;;16;;;;5;;;;;1;;1;;1;;;;;;3;;1;;;;;;;;;;;;;;;1;1;14;;;;;;;;;5;;;;;;;;6;2;;1;4;;;;;;;1;1;7;;;;4;;4;;;;;1;1;1;1;1;;1;;13;;4;2;1;4;2;1;1;1;;;;1;1;1;1;;;1;1;;;;;;1;;;;;;;;;;;;;;1;1;1;;1;;;;;;;;;;;;;1;;;;;;;128
40890-6400;20130102;insucesso;1;;1;1;;46;2;;1;1;;1;;;11;1;7;;1;;;;;;20;;6;2;;;;;;;;2;;;;1;1;5;5;2;1;1;1;1;;1;1;;;;;;1;;;;23;7;;1;3;;1;;;2;1;1;2;19;1;;1;14;4;2;;;1;;;;1;1;;;;;41;3;;4;3;19;;3;9;3;2;2;2;2;2;4;3;1;;4;3;1;1;1;1;;6;2;2;;1;1;1;1;1;1;1;;;;1;;;1;3;;1;1;;;;;;4;1;;;3;1;;;2;;;359
40918-6402;20130102;insucesso;1;;1;;;59;2;;1;3;;;;;5;;4;;2;;;1;;;21;;2;1;;;7;5;;;1;;;;;2;1;1;1;12;;;;1;;;1;;;;;;;2;;2;14;6;;1;5;;3;1;;1;1;;4;15;1;;1;12;4;4;3;1;;;2;2;;;1;;1;1;59;4;1;2;1;8;;1;3;;;;;;;1;1;;;16;12;;;;;;38;5;2;2;4;1;;2;1;;;;;;1;;;;5;1;;;2;;1;;;;;;;2;1;;;;;;400
40950-6030;20130101;insucesso;4;2;2;2;;67;12;1;;3;2;1;8;3;4;1;1;;1;;;1;6;5;6;;;;;;3;2;;5;1;;;;4;3;3;3;3;19;;;;3;1;;2;1;;;;;9;25;4;6;60;6;;1;15;;5;4;;9;5;1;6;40;4;;;31;1;10;4;3;4;2;6;5;;;20;1;17;13;26;2;;;;4;;;;;;;;;;;;;1;5;5;;1;1;;;13;2;;2;4;2;;3;2;1;;1;1;1;4;2;2;2;12;2;8;1;3;1;;1;;2;1;;;5;1;1;;2;5;3;637
40960-6401;20130102;SUCESSO;2;1;1;1;;37;1;;;9;1;1;1;;2;;1;;;;;;;;9;;5;2;1;1;1;1;1;;;1;;;;1;1;;;15;1;1;1;1;;;2;;3;;;;;4;4;1;13;;;;4;;3;2;1;2;1;2;;14;1;;;11;;3;2;2;2;;;;;1;1;;1;1;29;;1;1;1;12;;;5;3;2;2;;1;;4;3;2;;8;7;;3;;;;7;1;;;3;;;;;;;;;;2;1;1;1;1;;;;;;;3;2;;;;;4;;3;2;;;;297
40963-6400;20130102;insucesso;1;1;;;;47;6;;5;3;;;;;4;2;2;;1;;;;;;25;;9;3;1;;8;8;4;;1;1;;;;1;1;;;4;;;;1;;;;;1;1;1;1;2;;;;5;3;;1;2;;1;1;;;;;1;10;6;;3;5;3;2;1;1;;;;;;1;;;;;46;1;1;3;2;15;1;2;8;3;2;2;;;;5;5;1;1;12;11;4;5;4;2;2;18;8;5;3;5;4;2;4;3;2;2;2;;;1;1;1;;2;1;2;1;1;;1;3;3;;;;;4;1;3;3;;;;415
40983-6030;20130101;insucesso;1;;1;1;;50;2;1;;8;2;1;1;1;8;;4;;1;;;;1;1;8;;1;1;1;1;;;;;;1;;;1;2;2;;;19;;;;4;;2;2;;2;;;;7;2;;1;16;2;;;5;;;;;3;3;3;1;14;1;;;8;1;1;;;3;3;;;2;3;1;;1;1;28;1;2;1;1;14;1;1;4;4;3;3;3;3;3;3;3;1;2;7;5;;1;1;1;1;14;1;1;;3;1;1;3;1;1;1;1;3;2;1;;;1;8;;7;1;1;;;5;2;6;2;;;4;;4;2;;1;1;389
40989-7114;20130202;insucesso;;;;;;11;1;;1;;;;;;;;;;;;;;;;4;;2;2;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;;;3;1;;2;1;;;;1;1;2;1;1;;2;1;;1;;;;1;1;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52
40992-6400;20130102;insucesso;;;;;;29;;;;2;;;1;1;2;;;;;;;;2;2;6;;;;;;;;;;;2;;;1;;;;;6;;;;;;;1;2;3;;;;;4;;3;7;;;;3;;1;1;;1;1;;;9;;;;5;;2;;;;;;;2;1;3;;2;;18;;;3;2;4;;;;;;;;;;1;;;2;5;4;;2;2;;;4;1;;;2;1;;2;1;;;;2;2;;;;;2;;;;;;;1;1;1;;;;5;;1;1;;1;1;177
41089-6400;20130102;SUCESSO;2;1;1;1;;30;2;;;3;;;;;3;;1;;;;;;;;16;3;2;1;;;1;1;;;;;;;;;;;;10;1;1;1;2;;1;1;;2;1;1;1;;;;;2;;;;1;;;;;;;1;1;6;;;;2;;1;;;;;1;1;2;;;;;;32;;7;1;;6;;;3;;;;;;;;;;;3;1;;;;;;5;;;;1;;;;;;;;;;2;1;1;1;2;;;;;;;1;1;;;;;1;;1;1;;;;179
41123-6400;20130102;insucesso;1;;1;1;;22;1;;;;;;3;1;;;;;;;;;1;;8;;5;4;4;3;1;1;1;1;;;;;;;;;;1;1;1;1;1;;;;1;;;;;;3;;1;5;;;;1;;;;;1;1;;;2;1;;;1;;;;;1;1;1;1;;;1;;;;14;4;;;;8;;;6;5;5;3;2;2;1;2;1;;4;4;2;;1;1;1;;2;;;;1;;;1;;1;;;2;1;1;;;1;2;1;;;1;;;;;;;;;;;;;;;;166
41124-6401;20130102;insucesso;;;;;;6;1;;;;;;2;1;1;;1;;1;;;;;;2;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;1;1;1;;;;1;;;;;;;1;;1;;;;1;;1;;;;;;;;;;;;;3;;1;;;2;1;;;;;;;1;1;1;1;1;;2;2;;2;2;1;;2;2;1;;2;2;1;2;2;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;67
41125-7114;20130202;SUCESSO;2;2;;;;30;2;;2;8;1;2;;;4;;3;;;;;;;;11;;3;2;1;1;;;;;;;;;;2;2;2;2;13;;;;4;;1;3;;2;1;1;1;;1;1;;14;;;;1;;;;;2;;2;1;14;1;;;12;;1;;;1;;;;1;;;;;;26;1;2;5;5;7;;1;3;2;1;1;1;1;;4;3;;;4;3;;;;;;3;;;;;;;;;;;;;;2;2;2;;1;1;;;;;;1;1;;;;;3;;1;1;;;;248
41126-6400;20130102;SUCESSO;2;1;1;1;;46;2;;2;4;;1;;;4;;;;;;;2;;;11;1;2;1;;;9;7;4;1;;1;;;;;;;;7;1;1;1;;;;3;;3;1;1;1;;;;;5;;;;3;;1;;;;;;;7;;;;;;;;;;;4;;2;2;;;;;37;2;1;2;;16;;1;10;6;4;1;1;3;;3;1;1;;14;11;;5;5;4;;24;5;;;10;4;;6;2;4;;2;;;2;1;1;1;3;;;;;;;1;1;;;;;5;;1;1;;;;348
41128-6030;20130101;insucesso;1;1;;;;49;5;1;2;4;2;;1;;4;;1;;;;;;;;13;;5;3;2;1;3;2;1;1;;2;;;;;;;;10;;;;3;;1;;;;1;1;1;4;1;1;;10;1;;1;1;;;;;1;;;;11;1;;;4;1;1;;;;;2;1;2;1;1;1;;;36;1;4;2;1;16;1;1;6;5;4;3;2;1;;4;2;1;2;14;10;2;6;4;2;1;19;6;3;1;9;1;;6;;3;;2;3;3;1;1;1;;7;1;4;;1;;1;;;;;;;8;1;;;;1;1;382
41132-6400;20130102;insucesso;2;2;;;;69;5;;1;2;1;;4;1;2;2;;;;;;;3;3;22;;2;1;;;1;;;;1;4;;;;;;;;7;;;;4;;2;1;1;;2;2;2;;7;4;1;4;1;;;;;;;;1;;;;7;3;;3;3;1;;;;1;;;;;3;3;;3;2;56;;;1;1;7;;;2;1;;;;1;;2;;;5;4;1;;;;;;3;;;;;;;;;;;;3;;2;2;2;;6;2;;;2;2;1;;;22;6;3;2;4;;;;1;;;340
41138-6030;20130101;insucesso;1;1;;;;33;2;1;1;8;;;;;2;;;;;;;;;;8;;3;2;2;1;;;;;;2;;;1;;;;;12;;;;1;1;;;;1;1;1;1;;;;;4;;;;1;;;;;1;;;;7;2;;;2;;1;;;;;1;1;;;;;;;24;;;;;11;;;7;5;2;1;;3;1;7;4;2;;9;6;;4;2;;;17;1;;;8;;;3;;1;;1;;;1;1;1;;1;;;;;;;11;8;;;;;10;;9;6;;1;;274
41179-7114;20130202;insucesso;1;1;;;;46;15;1;6;6;1;;1;1;1;;;;;;;;;;19;;8;3;2;1;;;;1;1;4;;;;;;1;1;11;;;;2;;1;;;;;;;;1;;1;7;2;;;5;;2;1;;1;;;;10;1;;;6;;5;2;1;;;;;2;;;;;;25;6;2;5;4;10;1;2;3;2;1;1;;;;;;;;2;2;;2;1;1;1;2;1;;;2;1;;1;;1;;1;;;1;1;1;;2;1;;1;1;1;;2;2;3;2;;;5;;2;2;;;;289
41260-6400;20130102;insucesso;2;1;1;1;;53;;;;5;1;;;;2;;1;;1;;;;;;17;;3;1;1;1;;;;;;2;;;;;;;;10;;;;2;;;;;1;1;1;1;;;;;2;;;;2;;1;;;;;;;4;;;;1;;1;;;;;;;;;;;;;46;2;2;;;8;1;;2;2;1;1;1;;;2;2;;;3;3;;;;;;9;;;;2;;;1;;;;;;;2;1;1;1;;;;;;;;1;;;;;;2;;1;;;;;217
41273-6400;20130102;insucesso;1;;1;1;;43;2;;;1;1;;;;;;;;;;;;;;5;;1;1;1;1;1;1;1;;;2;;;;;;;;3;1;1;1;2;;1;;;;;;;;;;;1;;;;;;;;;1;1;;;3;1;;;1;;;;;;;1;;1;;;;;;38;;;;;7;;;3;2;2;1;;;;;;;;2;2;;1;1;1;1;2;1;;1;1;1;;1;1;1;1;1;;;1;;;1;;;;;;;;;;;;;;5;;;;;;;162
41281-6401;20130102;SUCESSO;3;1;2;2;;125;4;;;4;;;;;53;3;39;;6;5;7;4;1;;13;1;5;3;2;2;7;5;1;;9;5;3;3;;12;12;11;10;13;1;1;1;2;;;;;;1;1;1;;;;;84;10;4;1;23;1;10;5;2;19;9;2;21;93;15;5;4;55;3;15;9;5;11;7;8;2;;11;4;;3;2;30;;1;7;4;16;;5;6;5;4;4;2;3;;5;5;2;;16;14;;3;2;1;;19;4;1;;6;2;1;2;1;1;1;1;;;3;1;1;2;43;7;;;12;9;3;9;8;;;;;9;;7;7;;;;1122
41289-6400;20130102;SUCESSO;2;;1;;;66;3;;1;6;;2;;;2;;1;;1;;;1;;;15;;4;2;1;1;1;1;1;;;;;;;;;;;9;1;1;;;;;4;;1;1;1;;;;;;3;;;;1;;;;;1;;2;;5;;;;3;;1;;;1;;1;;2;;;;;;37;2;;3;2;10;;3;4;3;2;2;2;2;;3;1;1;;6;4;;2;1;;;12;;;;5;;;2;;;;;1;;2;1;;;;;;;1;;1;1;1;;;;;1;;1;1;;;;270
41292-6400;20130102;insucesso;2;;1;;;21;4;;1;3;;;;;6;;2;;2;;;1;;;8;;1;;;;;;;;;;;;;1;1;;;4;;;;;;;;;1;;;;;;;;4;2;;2;3;;2;;;;;1;;11;;;;3;;3;2;;;;1;;2;1;1;;;;27;;1;4;1;5;;1;2;;;;;;;;;;;1;1;1;;;;;3;1;;;1;;;;;;;;;;2;1;;;1;;;;;;;;;;;;;;;;;;;;150
41299-6401;20130102;SUCESSO;1;;1;1;9;37;1;;;5;1;1;;;1;;;;;;;;1;;7;;2;2;;;;;;9;;2;;;;;;;;11;1;1;1;3;;;1;;3;;;;;;;;4;;;;1;;;;;;;;;3;;;;1;;;;;;;;;;;1;;;;21;;2;;;4;;;3;1;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;1;;;1;11;;;;;;;;;8;1;;;2;;;;1;;;171
41314-6401;20130102;insucesso;2;;1;1;;71;3;1;;9;2;;;;4;;3;;;;;;;;19;;3;;;;3;2;1;6;1;3;;;;;;;;15;1;1;;2;;;1;;;;;;;2;;;13;1;;;3;;1;1;;;;1;2;15;1;;;10;1;1;;;;;2;;2;;1;1;;;42;;1;5;2;6;;;1;1;;;;;;1;1;;;10;10;1;2;;;;19;3;;1;3;;;;;;;;;;2;1;;1;18;2;;8;7;7;3;;;13;1;;;4;1;;;3;;;393
41322-6400;20130102;SUCESSO;2;;2;2;;53;2;;;4;;;;;;;;;;;;;;;13;;3;2;;;4;2;1;;1;1;1;1;;;;;;4;1;1;1;2;;;;;;;;;;;;;5;;;;;;;;;;;1;;6;;;;3;;;;;;;;;2;;;;;;61;;;1;1;14;;;6;2;;;;1;;1;1;1;;13;8;;2;2;;;27;3;2;;3;;;2;;;;;;;2;;;2;1;;;;3;;;1;1;;;;;1;;1;1;;;;284
41365-6401;20130102;insucesso;1;;1;1;;44;12;4;4;9;2;2;1;;5;;3;;2;;;;;;14;;9;6;5;3;3;3;1;;;1;;;;;;;;25;;;;6;1;1;6;1;1;;;;;4;1;2;6;;;;2;;2;;;;;1;1;12;2;;1;5;;2;2;;;;1;;3;1;;;;;30;3;1;3;;18;;3;12;9;7;5;3;1;1;4;4;;1;9;8;2;3;3;3;2;20;4;2;2;6;4;2;5;3;5;2;3;5;4;1;;;1;2;;;;;;;1;1;;;;;5;1;1;1;;;;441
41365-7297;20130202;SUCESSO;2;1;1;1;;21;2;;;4;1;1;;;;;;;;;;;;;3;;;;;;1;;;;;2;;;;;;;;9;1;1;1;1;;;1;;2;;;;;;;;4;2;;1;2;1;;;;;;;;5;;;;4;1;2;;;;;;;1;;;;;;16;;1;1;1;7;;1;4;4;3;3;1;;;2;1;;;3;2;;1;;;;5;1;1;;1;;;;;;;;;;2;1;1;1;;;;;;;;1;;1;1;;;4;;1;;;;;151
41425-6402;20130102;insucesso;3;2;1;1;;44;1;;1;6;1;;2;1;5;;1;;;;;;1;1;16;;3;;;;1;1;;;;1;;;;1;1;;;11;;;;2;;;;;;1;1;1;;4;2;1;8;3;;2;2;;;;;4;3;;;11;;;;8;3;1;;;3;2;;;1;2;1;;1;1;54;;;;;14;;;3;2;2;1;;2;2;5;5;2;;10;9;2;4;3;;;21;5;2;1;8;2;;5;1;1;;;3;3;3;2;2;1;2;;;;;;;;;;;;;1;1;;;;1;;359
41520-6401;20130102;insucesso;2;1;1;1;;25;2;1;;5;3;;;;;;;;;;;;;;4;;2;;;;1;1;1;2;;;;;1;;;;;10;1;1;1;3;3;;1;;;1;1;1;1;;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;23;;2;;;15;2;;9;6;2;1;;1;1;3;3;1;;6;6;1;5;3;1;;13;2;2;;7;;;3;;1;;;;;2;1;1;1;3;;1;;;;;;;;;;;1;1;;;;1;;211
41556-6400;20130102;SUCESSO;4;2;2;2;;36;2;;;3;;2;6;3;2;;;;;;;;;;10;4;1;1;1;1;2;2;2;;;1;1;1;;;;;;17;1;1;1;5;;1;3;;2;1;1;1;;9;2;3;;;;;;;;;;;;;;3;;;;;;;;;;;;;1;;;;;;28;1;5;1;;4;;;2;1;1;1;;;;;;;;6;5;;4;4;3;;5;2;;;4;2;;4;2;3;2;1;4;;4;2;2;2;2;2;;;;;;1;1;;;;;1;;1;1;;;;257
41593-6400;20130102;insucesso;;;;;;12;1;;;1;;;1;1;3;;2;;1;;;1;;;4;;1;;;;1;1;1;;1;;;;;;;;;2;;;;1;;1;;;;;;;;1;;1;4;1;;;2;;2;2;;;;;;5;2;;1;4;;2;2;2;;;1;;2;;2;1;1;;17;;;1;1;6;;;2;2;;;;;;;;;;3;3;1;3;2;1;1;3;3;1;;3;3;1;2;2;1;1;1;1;1;;;;;;;;;2;;1;;;;;;;;;;;;;;143
42004-6402;20130102;SUCESSO;2;2;1;1;;56;2;;;6;2;;1;1;7;1;4;;;;1;;;;16;1;4;2;2;;;;;4;;4;;;;3;3;;;8;1;1;1;5;;3;2;;;2;2;2;;2;2;1;8;2;;1;;;;;;1;1;;1;23;5;2;;8;2;;;;1;1;1;;3;1;;;;;64;1;3;6;1;17;;3;10;6;4;3;1;1;;2;1;;;5;4;;1;;;;4;2;1;;1;1;1;;;;;;1;;3;2;2;1;6;4;;;;;;4;2;17;7;3;2;7;;2;2;2;;;429
42237-6402;20130102;SUCESSO;2;2;;;;25;2;;;2;;;;;2;1;1;;;;;;;;14;1;11;5;3;;4;4;3;;;;;;;1;1;;;5;;;;;;;;;;2;2;2;;1;1;;3;;;;1;;;;;;;1;;6;1;;1;3;;1;;;;;;;;;;;;;43;;2;2;2;23;;2;12;9;3;2;1;2;;3;3;1;;9;9;;4;3;2;;21;4;2;;9;1;;5;;3;;1;1;;2;2;2;;;;;;;;;;;;;;;;;;;;;;304
42250-6402;20130102;SUCESSO;2;1;1;1;;36;1;;;2;;1;;;2;;2;1;1;1;;;;;17;;4;;;;1;1;1;;1;;;;;;;;;10;;;;4;;2;3;;2;1;1;1;;;;;3;2;1;1;1;1;1;1;;;;;;3;1;;;2;2;1;1;1;;;1;;;;;;;;32;;;;;6;;;;;;;;;;1;;;;3;1;;1;1;1;;2;1;1;;1;1;1;1;1;1;1;;1;;2;1;1;1;1;;;;1;1;1;;;;;;;;;;;;1;;192
42261-6402;20130102;insucesso;;;;;;57;;;;1;;;;;15;;9;;5;;;2;;;9;;3;1;1;1;1;1;1;;1;3;;;;2;2;2;2;3;;;;;;;1;;1;;;;;;;;17;4;;3;8;;4;1;;2;1;;;27;2;;;15;2;8;4;1;;;3;2;3;1;;;;;41;1;;3;;14;;1;7;5;2;;;1;1;2;1;;;7;4;1;2;1;1;1;9;2;;1;3;;;1;;1;;1;;;;;;;2;;;;2;;2;4;4;33;15;9;5;8;;4;4;2;;;440
42304-6402;20130102;insucesso;;;;;;4;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;3;;;1;1;;;;;;;;;;1;1;;1;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27
42411-7297;20130202;SUCESSO;2;;2;1;;25;10;;2;7;2;1;;;2;;;;;;;1;;;3;;1;;;;;;;;;;;;;;;;;10;1;1;;2;;1;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;2;;;;;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;89
43058-6400;20130102;SUCESSO;2;2;;;;259;9;;2;3;;;;;76;5;50;10;18;8;2;8;1;;72;3;24;9;3;3;8;5;3;;;4;1;1;;8;8;19;19;7;;;;2;;1;;;2;1;1;1;;;;;109;28;21;4;33;5;16;7;4;4;3;3;4;129;17;5;5;74;16;25;12;7;2;2;15;5;15;3;1;;;;194;5;3;19;7;72;;9;29;15;13;8;5;5;;14;13;8;;28;23;;14;6;6;;30;13;6;;16;6;4;8;3;7;2;2;5;;2;2;2;;10;2;;;2;1;2;3;3;18;3;;;14;;3;3;1;4;;1907
4339-4435;20120102;insucesso;;;;;;45;;;;5;1;2;;;2;;1;;;;;;;;20;;5;1;;;1;1;;;;;;;;;;;;15;;;;2;1;;5;;2;;;;;;;;11;;;;2;;2;1;;;;;;9;2;;2;6;;1;1;1;;;;;;;;;;;40;;2;4;3;10;2;1;2;1;1;1;1;;;3;3;2;;9;9;1;2;1;;;15;1;1;;2;;;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;267
43464-6400;20130102;SUCESSO;2;1;1;1;2;166;9;;3;5;;3;;;15;;7;2;1;1;;;1;;33;1;14;5;2;;;;;1;2;5;4;4;;;;1;1;23;1;1;1;3;;2;6;;5;1;1;1;;4;;2;36;7;1;2;12;2;7;5;3;1;;5;1;39;;;;23;3;6;3;2;1;;;;10;;2;;1;1;136;3;4;8;4;40;;3;13;5;2;;;1;;2;2;;;10;6;;2;1;1;;22;4;2;;3;1;1;1;1;1;1;1;2;;2;1;1;1;5;1;;;2;1;;8;8;;;;;11;;7;7;;2;;857
43978-6401;20130102;insucesso;;;;;;26;1;;;5;;2;1;1;2;;1;;;;;;;;2;;1;;;;;;;;;2;;;;;;;;13;;;;2;;;3;1;2;;;;1;2;;2;12;1;;;2;;1;1;;;;;;11;;;;7;;1;;;;;;;;2;;;;;19;;;5;3;5;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;;;;;1;;;;;;9;;1;;;;;160
43981-6401;20130102;SUCESSO;2;;2;2;;85;1;;;16;;5;2;1;17;1;7;2;1;;1;1;1;;30;3;11;4;2;1;5;3;2;;1;;;;;2;2;;;33;2;2;2;7;;2;8;;3;;;;;5;;4;34;10;2;3;14;2;6;1;1;5;4;5;1;43;3;2;1;24;5;8;3;1;3;3;3;1;2;10;1;;;;86;2;5;7;3;33;;2;16;9;4;2;;4;;5;4;2;;20;17;;8;5;4;;42;12;8;;17;8;5;12;5;6;3;5;;;2;;;2;13;;;;1;1;;;;;;;;9;;;;;;;871
44027-6402;20130102;insucesso;1;1;;;;29;;;;1;;;;;4;;3;;3;;;;;;2;;;;;;3;2;1;;;;;;;;;;;4;;;;;;;;;1;1;1;1;;1;;;15;1;;;10;;5;4;;2;1;5;4;16;1;;;11;;7;4;3;2;1;;;2;;1;;;;55;;;2;2;9;;1;1;;;;;1;1;3;3;;;11;9;1;3;;;;29;3;;2;7;2;;2;2;2;2;1;1;;1;1;1;;4;;;;;;;;;4;;;;6;;;;;;;326
44033-6402;20130102;insucesso;3;1;2;1;;59;5;;;2;2;;;;6;;2;;;;;;;;20;;8;3;2;2;;;;;;7;;;1;1;1;;;9;;;;3;1;1;;;;2;2;1;4;1;1;;9;6;;;;;;;;1;1;;;12;3;;2;5;3;;;;1;1;;;;6;;;;;49;2;1;3;1;16;;;6;3;3;2;2;1;;1;;;2;3;1;;1;1;;;2;2;1;;1;1;;1;1;;;;;;3;2;1;1;6;1;4;;1;1;;1;1;56;11;4;2;9;1;1;1;4;5;3;429
44058-7297;20130202;SUCESSO;2;1;1;;;55;1;;;2;1;;;;6;;2;;;;;1;1;;17;1;6;3;1;;1;1;;;;3;2;2;;3;3;;;6;1;1;;2;;;1;;1;1;1;1;;2;;1;10;;;;;;;;;1;;1;;24;1;;1;9;;;;;1;;1;;1;7;3;;3;1;64;;3;4;1;19;;1;10;5;3;2;2;;;;;;;5;3;;1;;;;10;2;1;;3;1;1;2;1;2;1;2;1;;2;1;1;;7;1;;;;;;4;4;10;4;1;;6;;4;4;;;;397
44060-6402;20130102;insucesso;1;;;;;42;2;;1;5;;;1;1;6;;;;;;;4;;;11;;3;;;;;;;;;3;;;1;1;;1;1;13;;;;2;1;1;2;;3;1;1;;18;1;;1;18;;;;3;;;;;1;;;3;26;1;;;3;;;;;1;;5;;3;14;1;;;;78;;1;5;2;38;1;2;15;5;1;1;;1;;2;;;3;7;3;;3;3;3;3;3;1;1;;3;1;1;3;1;3;1;3;2;;1;1;;;18;;16;3;2;1;1;1;;8;1;;;9;1;1;;1;3;2;477
44065-6402;20130102;SUCESSO;3;2;1;1;;96;3;;;7;1;1;;;26;1;15;4;4;1;3;1;;;38;1;14;7;2;;3;2;1;;;7;5;5;;5;5;2;2;13;;;;5;;3;1;;2;2;2;2;;;;;39;19;5;8;8;7;3;1;1;4;3;;2;56;5;1;1;33;11;7;3;1;4;3;6;2;4;4;7;;5;4;92;;3;11;7;29;;4;12;3;;;;;;3;3;;;9;8;;2;2;2;;8;6;4;;2;1;1;2;1;2;1;1;1;;3;2;2;1;9;;;;;;;11;11;7;;;;15;;11;11;1;3;;863
