IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>43>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31836-6401;20130102;insucesso;2;;2;1;68;9;1;16;4;1;5;2;22;1;19;;5;;;1;1;15;;6;3;1;;1;1;1;2;;5;;;;;;;24;1;1;;4;1;;1;2;1;;;;1;8;3;3;36;11;;2;9;;2;2;;13;13;;3;34;2;;;31;8;7;2;2;11;11;3;3;1;;4;1;3;2;34;3;3;1;1;8;2;;3;1;;;;;;;;;;2;;1;1;1;;;;6;1;;1;1;;;;;;;1;1;2;;;1;6;1;1;;;;;6;6;;;;;7;1;6;6;;2;1;579
31853-4603;20120102;insucesso;;;;;25;2;1;;;;1;;2;;;;;;;;;5;;;;;;;;;1;;2;;;1;1;;;1;;;;1;;1;;;;;;;5;1;;;1;1;;;;;;;;;;;;7;;;;;;;;;;;;;;3;;;;;24;1;;2;;5;;1;2;1;1;;;;;;;;;2;;;;;;;;7;1;1;;;;;;;;;;;;;;;5;1;5;;2;;;1;1;3;3;2;2;2;1;1;1;1;1;1;143
31858-4434;20120102;SUCESSO;2;;;;63;3;1;10;;;3;;17;;10;2;3;2;2;4;1;18;;6;4;2;1;2;2;;1;1;1;;;5;4;7;7;16;;;;1;;;2;;4;;;;;3;1;;36;10;2;3;10;;3;3;1;7;4;2;;39;4;2;;27;7;10;3;3;5;3;6;3;3;;3;;2;2;60;;1;2;2;16;;2;7;4;2;2;2;1;;3;3;2;;10;;9;;2;;;;16;3;2;;5;1;1;1;;;;;;2;2;;;4;;;;3;3;2;;;;;;;4;2;;;;2;;597
31863-4448;20120101;SUCESSO;5;1;3;3;72;;;8;;;;;3;;3;;1;1;1;;;17;;5;;;;1;1;1;;;2;1;1;1;;1;1;20;2;2;1;3;;;;;;;;;;;;;14;2;;1;5;;1;1;;3;3;1;2;15;6;;2;7;1;3;1;1;2;2;1;;1;1;;;;;64;2;1;5;1;20;;4;1;1;1;1;;1;;1;1;;;5;;5;;2;2;;;9;2;1;;3;2;1;3;2;;;;;5;2;1;3;5;1;;;;;;2;1;3;;;;4;;2;1;1;;;409
31872-4603;20120102;SUCESSO;2;;;;40;1;1;1;;;5;;1;;1;1;;;;;;19;;6;4;2;;1;1;1;8;;;;;;;;;2;;;;;;;;;;2;2;;;5;;;4;1;;;2;;2;1;;;;2;;6;;;;4;1;2;2;1;;;;;2;;;;;;44;1;;3;1;17;;2;9;4;1;;;;;;;;;5;;4;;2;2;;;8;1;1;;5;1;1;2;1;;;;;2;2;;;16;3;;;2;2;1;1;1;;;;;2;;1;1;;;;285
31888-4433;20120102;SUCESSO;3;2;1;1;42;1;;10;;;6;6;4;2;2;;;;1;;;9;;3;;;;;;;;4;2;;;;;;;24;1;1;1;3;;;;;1;;;;;9;;7;6;;;;1;;;;;1;1;1;1;8;3;1;1;5;;1;;;1;1;1;1;;1;1;;1;;23;1;;1;1;7;;1;1;1;1;1;;1;;1;1;;;3;;3;;;;;;4;;;;1;;;;;;;2;;3;2;2;1;5;3;;;4;3;3;;;7;4;1;;2;;;;2;;;279
31952-5490;20120202;SUCESSO;2;1;1;1;27;6;4;2;;;1;1;2;;1;;;;1;1;;12;;4;2;1;1;2;2;1;;;;;;;;;;4;1;1;1;1;;;;;;1;1;1;;1;;1;6;1;;1;2;;1;1;1;1;1;;1;5;;;;4;;2;1;1;1;1;1;1;;;1;;;;46;2;;;;8;;;3;1;1;;;;;;;;;3;;3;;1;1;1;;13;1;;;3;1;;1;1;1;1;;;2;1;1;1;1;;;;;;;2;;;;;;1;;1;;;;;225
31986-4435;20120102;insucesso;;;;;19;2;1;2;;1;;;5;1;3;;;;;1;;4;1;2;;;;1;1;1;1;1;1;;;1;1;;;3;;;;1;;;1;;2;;;;;1;;1;7;1;;1;;;;;;3;3;;;11;2;;;7;1;;;;3;3;1;;1;;1;1;;;15;1;1;2;;7;1;1;2;;;;;;;;;;1;2;;1;1;1;1;1;;9;2;;1;4;;;3;;1;;1;1;;;;;1;1;;1;1;1;;3;2;2;;;;5;;;;1;1;1;185
32015-4917;20120201;SUCESSO;2;1;1;1;41;3;1;4;;;;;2;;1;;;;1;;;8;;2;1;;;;;;;;;;;1;1;;;7;1;1;1;3;;;1;;1;1;1;1;;;;;1;;;;;;;;;1;1;;;4;2;1;1;1;;;;;1;1;;;;;;;;;34;;1;2;;8;;;1;;;;;;;1;1;;;1;;1;;;;;;1;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;;;;;;;;;;;;159
32029-4434;20120102;insucesso;2;1;1;1;34;3;1;8;1;1;;;2;;1;;;;;;;7;;5;2;2;1;2;1;1;;;;;;1;1;;;14;;;;3;;2;1;;;1;1;1;;;;;1;;;;;;;;;1;1;;;4;1;;;1;;;;;1;1;1;;;;;;;;13;;;;;6;;;2;2;1;1;1;;;;;;;4;1;1;;1;1;1;;2;1;1;;2;1;1;2;1;1;;1;;2;2;1;1;;;;;;;;;;;;;;;;;;;;;168
32030-5061;20120201;insucesso;2;;2;2;115;7;1;6;2;2;2;;14;2;9;;3;;;;;15;1;5;3;2;1;4;4;3;5;;4;;;7;6;7;;22;2;2;2;6;2;;2;;2;;;;;4;1;;38;18;;2;8;;2;1;;3;2;1;2;43;9;;3;24;6;7;2;1;1;1;4;2;1;2;;;;;62;2;3;4;3;19;2;2;10;6;4;2;1;;;4;2;;;17;1;12;2;4;3;1;1;29;7;1;3;6;5;;5;4;1;1;1;1;2;;;2;11;4;;;;;;;;54;24;14;8;9;3;;;1;;;827
32030-6400;20130102;insucesso;2;1;1;1;61;2;1;5;1;;;;5;;3;;;;;1;1;16;1;4;2;2;2;2;2;;3;;1;;;2;1;4;;8;1;1;1;3;;;1;;2;1;1;1;;1;;1;24;5;;2;1;;;;;1;1;2;4;18;;;;15;1;1;;;1;1;1;1;1;1;1;;1;1;62;2;;3;3;17;;;2;2;2;1;1;;;1;1;;;8;1;7;1;2;;;;18;2;2;;3;;;;;;;;;2;1;1;1;11;5;;;;;;;;2;1;1;;2;1;;;;;;402
32035-4114;20120101;insucesso;2;1;1;;39;4;;2;;;;;3;1;;;;;;;;12;;5;4;4;2;;;;;2;3;;;1;1;;;4;1;1;;1;;1;;;1;1;1;1;5;;;;2;1;;1;;;;;;1;;;;6;2;;;2;1;;;;1;;1;;;2;;;;;28;2;1;2;1;16;1;2;6;4;2;2;2;2;1;3;2;1;1;3;;2;;1;;;;2;1;;;1;1;;;;;;;;2;1;1;;6;4;3;3;5;4;;;;45;16;8;3;6;;;;3;5;1;330
32035-5384;20120202;insucesso;3;2;1;1;30;5;;7;;2;4;2;2;;2;;;;;;;5;;3;3;2;2;;;;;;3;;;1;1;;;16;1;1;1;3;1;1;3;;1;;;;;5;;2;3;1;;;;;;;;;;;;3;;;;3;1;;;;;;;;;;;;;;5;;2;;;4;1;;4;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;;3;2;2;1;1;;;;;;;;;16;6;1;1;4;;;;2;;;195
32035-5799;20130101;insucesso;3;;2;2;38;7;;2;1;;5;2;;;;;;;;;;8;;6;4;3;2;;;;1;;2;;;;;;;6;1;1;1;3;;;;;;;;;;7;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;1;;;;8;;;4;3;2;2;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;3;1;;2;1;;;;;;;;;25;5;1;1;2;;;;2;;;194
32045-4434;20120102;insucesso;2;2;;;88;4;;9;2;;;;10;4;4;;;;;;1;27;1;13;5;4;2;2;2;2;;3;2;;;3;3;2;;21;;;;6;1;4;;;;1;1;1;1;;;;16;2;;;5;;2;1;;4;2;;2;25;8;;5;9;2;;;;2;2;1;1;;2;3;2;;;79;1;1;2;;29;;1;11;6;3;1;;2;2;2;2;2;;4;;4;1;4;2;2;2;4;3;2;2;4;3;2;2;2;2;2;1;;2;2;2;;8;3;;;4;3;;1;;;;;;7;4;1;;;;;558
32278-4434;20120102;SUCESSO;2;2;;;69;3;2;20;8;;3;2;6;1;3;1;2;2;;;;29;;13;8;3;2;;;;;;4;1;1;;;;;38;;;;13;;6;1;;4;2;2;2;;13;5;7;14;4;1;2;8;3;6;2;1;1;1;2;;14;1;;;11;1;8;6;2;;;;;1;;3;;;;46;1;10;3;2;22;;2;16;8;7;6;5;4;;6;3;3;;7;;3;;3;3;3;;3;3;1;;3;3;1;3;3;3;;1;;2;2;2;;1;;;;;;;3;3;4;1;;;8;2;2;2;1;2;;594
32369-4603;20120102;SUCESSO;2;1;1;1;41;3;1;;;;1;;3;;;;;;;1;;12;;3;2;;;;;;;1;1;;;2;2;;;8;;;;3;;1;2;;;1;1;1;;1;1;;;;;;;;;;;;;;;11;2;;1;;;;;;;;2;;2;1;1;;;;35;1;1;3;;11;;;6;3;2;2;1;;;1;1;1;;1;;1;;1;1;;;1;1;;;1;1;;1;1;;;;;2;1;1;1;4;1;;;2;2;2;;;;;;;1;;;;;;;212
32377-4433;20120102;insucesso;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;8
32380-4434;20120102;SUCESSO;4;3;1;1;90;4;1;7;2;;1;;8;;4;;2;2;;2;11;36;;6;3;;;3;3;3;1;1;1;1;1;5;4;1;1;17;;;;4;;1;;;1;2;2;2;;6;3;1;46;4;;1;29;3;17;12;7;7;6;;5;41;6;1;3;27;1;20;13;9;2;2;4;2;;3;25;;19;14;110;;;2;1;19;;1;8;3;1;1;;;;2;1;1;;13;;10;;8;4;3;;24;1;1;;14;1;1;7;1;4;1;3;;6;3;3;1;10;1;;;2;2;1;9;7;1;1;;;8;1;6;6;1;8;;904
32508-4448;20120101;SUCESSO;2;;1;;62;7;;7;1;;1;;8;2;3;1;;;;;;8;;1;1;1;1;6;6;2;;;4;;;4;4;4;4;13;1;1;;1;;;;;;1;1;;;1;;;14;3;;;3;1;2;;;;;;1;23;5;1;1;9;2;1;;;;;2;;1;3;5;;3;1;32;1;1;;;4;;;2;2;1;1;1;;;1;1;;;10;;8;;3;2;1;;29;2;;;6;;;3;;2;1;;;2;1;;;9;2;;;;;;1;1;7;2;2;1;4;2;1;1;;1;;392
32879-5489;20120202;SUCESSO;2;;2;2;18;;;2;;;1;;;;;;;;;;;9;;2;;;;;;;;;;;;;;;;5;2;2;2;2;;1;1;;3;;;;;3;;;5;;;;2;;1;;;1;1;;;4;;;;3;;2;1;;1;1;;;;;;;;;46;1;2;;;14;;;2;;;;;;;1;1;;;2;;2;;;;;;12;;;;1;;;1;;1;;;;2;;;2;;;;;;;;;;;;;;1;;;;;;;172
32892-5490;20120202;insucesso;2;;2;2;21;;;1;;1;;;3;;1;;;;;;;5;1;;;;;;;;;;;;;8;7;3;;4;2;2;2;1;;;2;;;;;;;;;;26;;;;12;;1;;;2;1;2;;28;1;;1;14;;6;1;;2;1;1;;1;2;;;;;31;;2;3;1;1;;1;;;;;;;;;;;;6;;3;;;;;;8;;;;2;;;;;;;;;2;;;2;2;;;;;;;;;;;;;1;;;;;;;237
32895-6030;20130101;insucesso;3;2;1;1;115;10;5;13;4;2;;;12;2;8;;;;;1;5;39;1;15;7;4;4;5;5;4;5;;7;;;6;6;1;;24;1;1;1;10;1;3;2;3;1;1;1;1;;3;1;2;21;10;;1;;;;;;2;1;1;;33;9;;3;16;8;;;;2;1;2;;;;12;7;4;4;79;6;3;5;1;40;3;3;17;10;8;6;5;1;1;3;3;2;;10;;8;1;7;6;4;3;12;5;3;2;7;4;;6;4;4;3;;;3;2;2;1;8;4;;;;;;6;4;35;7;2;1;20;4;6;4;2;8;5;895
32895-6590;20130201;SUCESSO;1;1;;;127;28;2;9;7;;;;21;3;13;7;;;3;1;;25;;4;2;2;1;;;;1;;3;;;2;2;2;2;10;;;;7;;;;;;1;1;1;;;;;26;10;4;2;2;;;;;3;2;;;33;6;;2;21;8;1;;;3;2;1;1;2;1;3;;;;42;;1;2;1;10;;;4;4;2;2;;1;;3;1;1;;4;;2;;2;2;1;;2;1;1;;2;1;1;2;1;1;;;;1;1;1;;4;3;;;;;;;;20;4;;;5;1;;;1;;;560
33161-5061;20120201;SUCESSO;2;1;1;1;20;;;4;;;6;3;2;;1;;1;1;;;;3;;;;;;;;;;;;;;1;1;;;11;1;1;1;2;;;3;;;1;1;1;;9;;6;5;;;;2;;2;;;;;;2;7;1;;;2;;1;1;;;;1;;1;;;;;;15;;;1;;3;;;1;1;;;;;;;;;;1;;1;;1;;;;1;1;;;1;1;;;;;;;;2;1;1;1;2;;;;;;;;;;;;;1;;;;;;;146
33168-4434;20120102;insucesso;2;;2;2;20;3;;8;;;;;;;;;;;;;;3;;2;1;;;2;1;1;;;1;;;;;;;9;2;2;2;;;;;1;1;;;;;2;1;;1;1;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;11;;;;;3;;;1;;;;;;;;;;;5;1;5;;5;3;1;1;8;3;1;2;7;3;1;4;2;1;1;1;;2;;;2;;;;;;;;;;;;;;1;;;;;;;148
33169-6402;20130102;SUCESSO;4;;3;3;40;4;1;5;;;;;2;;1;1;;;;;;9;;2;;;;;;;1;;2;;;4;4;;;9;3;3;3;;;;1;;;1;1;;;;;;3;1;;;2;;1;1;;1;;;;10;1;;;2;1;1;1;1;;;;;1;;;;;;13;;2;2;;5;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;3;1;;;;;;;;;23;6;3;1;3;1;;;1;;;206
33457-5490;20120202;insucesso;2;1;1;1;54;8;1;2;;;10;;;;;;;;;;1;11;;2;;;;1;;;;;2;;;;;;;4;1;1;1;;;;;3;;1;1;1;;12;6;;1;;;;1;;1;1;;;;;;2;;;;1;;1;1;1;;;1;;1;;1;;1;1;37;4;;1;;12;;1;4;3;2;1;1;;;1;;;3;4;1;2;;1;1;;;8;;;;1;;;1;;;;;;2;1;1;1;3;;;;1;1;1;4;3;;;;;4;1;3;3;;2;1;264
33521-4434;20120102;insucesso;;;;;21;2;;;;;;;;;;;;;;;;11;;5;1;;;2;2;1;;;;;;1;;;;3;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;5;3;;1;1;;1;;;;;;;;;;;;;20;2;;3;;8;;2;2;1;;;;1;1;1;1;;;6;;6;;2;1;;;19;;;;6;;;1;;;;1;;;;;;1;;;1;;;;;;2;;;;2;;;;1;;;155
33680-4434;20120102;insucesso;;;;;26;1;;;;;;;1;1;1;;;;;;;4;;4;1;1;;;;;;3;2;;;;;;;5;;;;;;;;;;;;;;;;;4;2;;1;1;;1;1;;;;;1;5;1;;;3;2;;;;;;;;1;;;;;;11;;2;1;;4;1;1;1;1;;;;;;;;;;2;;2;;1;;;;3;1;1;;2;1;1;;;;;1;;;;;;3;;;1;3;1;1;1;1;;;;;3;1;1;1;;;;127
33680-5384;20120202;insucesso;;;;;28;3;;2;;;2;1;1;;1;;;;;;;5;;1;1;1;1;1;1;1;;;3;;;;;;;4;;;;1;1;;;;;;;;;3;;1;2;;;;1;;;;;;;;;2;;;;2;;1;;;;;;;;;;;;;19;1;;1;1;2;;;1;1;1;;;;;2;1;;;4;;3;;1;;;;7;1;1;;4;1;1;2;;1;;;;;;;;;;;;;;;5;2;;;;;5;;4;2;;;;145
33680-5799;20130101;insucesso;;;;;27;2;;1;;;2;2;1;;;;;;;;;5;;;;;;;;;;;3;;;;;;;3;;;;2;;2;;;1;;;;;2;;2;2;1;;;;;;;;1;1;;;2;;;;1;1;;;;;;;;;;;;;;11;1;;;;3;;;2;1;1;1;1;1;;2;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;;;5;;4;4;;;;116
33695-4434;20120102;insucesso;3;;3;3;57;7;2;1;;;4;4;5;1;2;;;;;;5;11;;7;2;1;1;;;;1;;;;;5;5;;;12;2;2;2;1;;;1;2;;;;;1;6;2;5;13;1;;;1;;1;;;2;1;;;26;5;;1;10;1;;;;2;1;5;3;2;;11;;10;2;56;1;2;4;;21;1;2;8;5;3;1;;2;2;4;4;1;2;8;;8;1;4;3;2;2;10;2;1;;4;;;3;;2;2;;;3;;;3;2;;;;;;;;;;;;;2;1;;;;2;2;450
34011-6402;20130102;SUCESSO;3;1;3;3;34;;;2;;;;;;;;;;;;;;15;;7;1;1;;3;2;;;2;2;;;1;1;;;10;1;1;1;4;;1;1;;2;1;1;1;;;;;3;1;;;1;;;;;;;;;4;1;;;2;1;1;;;;;;;;;;;;;59;;3;;;19;;;6;5;3;2;2;;;1;1;;;11;;9;;;;;;34;3;1;;9;1;;;;;;;;3;1;1;3;3;;;;2;2;;;;1;;;;2;;;;1;;;307
34088-4435;20120102;insucesso;2;1;2;1;27;1;;3;;;3;2;2;1;;;;;;;;5;;1;1;;;;;;;;;;;;;;;11;1;1;1;2;;1;;3;;1;1;1;;6;;3;2;1;;;;;;;;;;1;;5;1;;;1;1;;;;;;;;;2;;;;;22;;;1;;5;;;3;1;;;;;;1;1;1;;4;;1;;1;;;;3;;;;2;;;;;;;;;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;151
34088-6590;20130201;SUCESSO;3;1;3;3;40;3;;3;;;3;1;2;;2;;2;1;;;1;11;;3;2;2;1;1;1;;;;;;;4;4;2;2;15;1;1;1;2;;;;;2;1;1;1;;9;;3;11;2;;;4;;2;;;2;2;;1;14;1;;;9;1;3;1;;1;1;2;;1;1;6;;2;;26;;3;1;;7;;1;4;3;2;;;;;1;1;;;4;;4;;2;2;2;;7;;;;2;;;2;;2;;3;;3;1;1;3;2;;;;;;;;;7;1;1;;2;;;;;2;;307
34561-4433;20120102;SUCESSO;3;;3;3;123;7;2;13;3;;4;;19;;8;;;;2;1;4;41;;6;3;3;1;4;3;1;6;8;9;6;5;7;7;8;8;18;3;3;3;4;;1;1;;1;;;;;7;4;;26;7;;1;2;;1;1;1;7;3;;;35;5;2;;16;2;2;1;1;4;2;3;2;1;2;20;;8;5;78;5;2;4;;21;;1;10;6;2;2;1;1;;2;2;1;;7;;6;;3;3;3;;9;2;1;;5;1;;4;1;4;1;2;;3;;;3;32;11;;;11;10;1;12;9;12;10;9;8;13;;10;8;2;2;;882
34845-4434;20120102;insucesso;2;;1;;44;4;;4;1;1;;;3;;3;;;;;;;7;1;3;2;2;2;1;1;;1;1;;;;2;2;;;6;1;1;;2;;;1;1;;1;1;;;2;1;1;9;4;;1;1;;;;;;;;;13;2;;;9;3;1;;;;;;;;;3;1;2;;31;;;1;1;7;;;4;3;3;3;3;1;;1;;;;6;1;4;2;1;1;1;;8;4;2;;3;1;1;3;1;2;1;;;2;1;;;3;;;;1;1;1;;;6;2;1;1;4;2;;;1;2;2;285
34845-5799;20130101;SUCESSO;2;1;1;1;19;2;2;1;;;;;;;;;;;;;;7;;3;1;;;;;;;;;;;;;;;3;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;;13;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;26;13;5;1;3;;;;1;;;165
35410-4917;20120201;insucesso;1;;1;1;50;1;1;3;1;;;;;;;;;;;;;13;1;4;2;1;;;;;1;1;2;;;;;;;9;;;;2;1;1;1;1;3;;;;1;1;;1;3;;;;1;;;;;1;;;;7;;;;2;;;;;1;;;;2;1;;;;;30;2;2;3;2;12;1;2;7;4;1;1;1;1;1;1;1;;;2;;2;;;;;;2;;;;;;;;;;;;;1;;;1;4;;1;2;3;1;1;1;1;9;5;;;5;;1;1;;1;1;240
35410-6895;20130201;insucesso;;;;;57;6;1;;;;;;2;;;;;;;;;13;2;4;3;2;2;;;;;;3;;;1;1;;;;;;;;;;;;;;;;;;;;2;;;;1;;1;;;;;1;;13;1;;;2;;1;1;;;;3;;2;;;;;;37;1;;2;2;12;;;5;3;3;3;2;2;2;3;3;1;;3;;3;;1;1;;;4;;;;1;;;1;;;;;;;;;;1;;;;1;;;;;2;;;;8;;;;1;;;233
35491-5490;20120202;insucesso;2;;2;2;36;3;1;1;;;;;1;;1;;;;;;;12;;3;;;;;;;;;;;;1;1;;;6;2;2;2;3;;2;;;;;;;;1;;1;10;1;;;1;;1;1;;1;;;;10;;;;6;;1;1;1;1;;1;;1;;;;;;41;1;2;3;1;16;;2;5;3;1;1;1;1;1;1;1;1;;3;;3;;3;2;1;1;3;1;;;3;1;;2;1;1;1;;;2;;;2;;;;;;;;3;3;;;;;3;1;2;2;;1;1;250
35558-5384;20120202;SUCESSO;3;2;1;1;137;6;1;16;3;;1;1;15;;7;;4;2;1;4;;12;;4;1;;;;;;2;1;9;7;7;5;5;4;4;45;1;1;1;15;;1;7;;1;1;1;1;;3;;2;41;12;;;28;7;11;8;5;3;;3;;51;6;1;2;32;2;22;10;8;2;;11;7;2;;;;;;64;1;;5;2;19;;2;9;2;2;;;;;1;;;;3;;2;;1;1;1;;7;2;1;;1;1;1;1;1;1;;1;;3;2;2;1;4;1;;;1;1;;8;8;8;;;;10;;8;8;;;;817
35686-5489;20120202;SUCESSO;3;;3;3;80;8;1;7;1;;;;6;1;4;;1;;;;;29;;10;8;7;5;4;2;2;;;2;2;2;;;;;19;2;2;2;4;;2;2;;3;;;;;;;;15;1;;;4;;2;1;;;;2;1;23;1;;;14;;4;2;1;;;1;1;2;;;;;;148;1;1;10;3;56;;4;29;16;11;7;4;2;;4;2;1;;15;;9;;6;2;2;;30;3;1;;13;3;1;3;2;2;2;3;;3;;;3;2;;;;;;;6;6;;;;;7;;6;6;;;;737
35698-6030;20130101;insucesso;;;;;12;;;1;;;;;2;;2;;2;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;4;1;;;3;;1;1;;2;;;;4;;;;2;1;2;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;4;;;;1;;;53
35699-5489;20120202;insucesso;;;;;25;1;;1;;;;;1;;1;;;;;;;7;;2;;;;1;1;;;;;;;1;1;1;;2;;;;;;;;;1;;;;;;;;1;;;;;;;;;1;;;;2;;;;1;;;;;;;;;;;;;;;15;;;;;2;;;;;;;;1;1;1;1;;;3;;2;;;;;;6;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;84
35700-5489;20120202;insucesso;5;3;3;3;94;3;1;8;4;2;;;33;9;16;;3;;;;1;29;2;12;8;3;1;1;1;1;;;6;;;6;6;4;;21;3;3;3;6;1;2;2;;2;1;1;1;;;;;41;19;;10;10;;3;2;;7;5;5;2;67;16;;4;37;15;8;2;2;5;4;4;4;3;1;3;1;1;;95;;3;7;5;38;1;3;18;8;5;1;1;;;1;1;1;;11;;10;;7;2;2;1;15;2;;;10;2;;3;;3;2;1;1;6;3;3;3;2;;;;;;;9;9;;;;;14;1;9;9;;;;923
35718-5384;20120202;SUCESSO;2;1;1;1;98;4;;12;;;;;22;1;10;;2;1;;5;;17;;8;6;5;5;3;2;1;1;1;2;1;1;4;4;7;7;24;;;;3;;;2;;1;;;;;;;;25;3;;;9;1;2;;;2;2;1;1;40;2;;1;23;1;7;2;;;;8;4;2;1;;;;;51;;2;3;1;23;;2;14;9;7;3;3;2;;5;3;1;;13;;9;;5;4;3;;14;3;1;;8;2;1;6;1;5;4;;;2;1;1;1;6;2;;;1;;1;3;3;18;9;6;4;4;;1;1;3;;;677
35751-5490;20120202;insucesso;;;;;6;;;;;;;;4;;4;;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;6;;;;3;;2;;;;;1;3;6;1;;;6;;3;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;55
35751-5799;20130101;insucesso;;;;;30;1;;;;;;;10;;9;;2;;;;;11;;5;;;;2;1;1;;;;;;;;1;;1;;;;;;;;;1;;;;;;;;12;4;;2;2;;1;;;4;4;;;13;;;;12;4;2;1;;3;3;;;2;;;;;;44;;;;;9;;;1;;;;;;;1;1;1;;7;;5;1;4;2;1;;5;5;3;;4;4;2;2;2;1;;;;;;;;2;1;;;;;;1;;;;;;1;;1;;;;;255
35754-5489;20120202;insucesso;;;;;30;2;;1;;;;;1;;1;;;;;;;5;;1;1;1;1;;;;;;4;;;1;1;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;5;;;;2;;;;;;;;;;;;;;;14;;;;;1;;;1;1;1;1;1;;;;;;;2;;2;;;;;;7;;;;;;;;;;;;;;;;;7;1;;;2;2;;;;;;;;4;1;;;;;;109
35754-6030;20130101;insucesso;;;;;27;1;;;;;;;;;;;;;;;;2;;;;;;2;2;;1;;;;;1;1;;;7;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;1;;;;;17;;;;;;;;;;;;;;;;;;;4;;4;;;;;;11;1;;1;1;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;93
35754-6895;20130201;insucesso;3;;3;2;38;1;1;7;1;3;;;2;1;;;;;;;;17;;4;3;2;2;1;1;;;;;;;;;;;10;2;2;2;1;1;1;3;;2;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;37;1;;;;9;;;4;3;2;2;1;;;1;1;;;4;;4;;;;;;10;1;1;;2;1;1;;;;;;;3;;;2;;;;;;;;;;;;;;1;1;;;;;;213
