IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;44>;44>14>;44>14>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
42304-6402;20130102;insucesso;;;;;;4;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;3;;;;1;;1;;;;;;;;;;1;;1;;1;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27
42411-7297;20130202;SUCESSO;2;;2;1;;25;10;;;2;7;2;;;;2;;;;;;;1;;;3;;;1;;;;;;;;;;;;;;;;10;1;1;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;2;;;;;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;87
43058-6400;20130102;SUCESSO;2;2;;;;259;9;;;2;3;;;;;76;5;50;10;18;8;2;8;;;72;3;;24;9;3;3;8;5;3;;;4;1;1;8;8;19;19;7;;;;2;;;;;2;1;1;1;;;;;109;28;21;13;4;33;5;16;7;4;4;3;;3;4;129;17;5;5;74;16;25;12;7;2;2;15;5;15;3;1;;;;194;5;3;19;7;72;;9;;29;2;15;13;8;5;5;;14;13;8;;28;1;23;;14;6;6;30;13;6;16;6;4;8;3;7;2;2;5;;2;2;2;;10;2;;;2;1;2;3;3;18;3;;;14;5;3;3;1;4;;1926
43464-6400;20130102;SUCESSO;2;1;1;1;2;166;9;;;3;5;;;;;15;;7;2;1;1;;;;;33;1;;14;5;2;;;;;1;2;5;4;4;;;1;1;23;1;1;1;3;;;6;;5;1;1;1;;4;;2;36;7;1;1;2;12;2;7;5;3;1;;;5;1;39;;;;23;3;6;3;2;1;;;;10;;2;;1;;136;3;4;8;4;40;;3;;13;1;5;2;;;1;;2;2;;;10;2;6;;2;1;1;22;4;2;3;1;1;1;1;1;1;1;2;;2;1;1;1;5;1;;;2;1;;8;8;;;;;11;1;7;7;;2;;855
43978-6401;20130102;insucesso;;;;;;26;1;;;;5;;2;1;1;2;;1;;;;;;;;2;;1;1;;;;;;;;;2;;;;;;;13;;;;2;;;3;1;2;;;;1;2;;2;12;1;;;;2;;1;1;;;;;;;11;;;;7;;1;;;;;;;;2;;;;;19;;;5;3;5;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;;;;;1;;;;;;9;;1;;;;;163
43981-6401;20130102;SUCESSO;2;;2;2;;85;1;;;;16;;;2;;17;1;7;2;1;;1;1;;;30;3;;11;4;2;1;5;3;2;;1;;;;2;2;;;33;2;2;2;7;;;8;;3;;;;;5;;4;34;10;2;1;3;14;2;6;1;1;5;4;;5;1;43;3;2;1;24;5;8;3;1;3;3;3;1;2;10;1;;;;86;2;5;7;3;33;;2;;16;1;9;4;2;;4;;5;4;2;;20;3;17;;8;5;4;42;12;8;17;8;5;12;5;6;3;5;;;2;;;2;13;;;;1;1;;;;;;;;9;3;;;;;;870
44006-6895;20130201;insucesso;1;;1;1;;14;;;;;1;;;;;1;;;;;;;;;;4;;;2;1;1;;;;;;;;;;;;;;4;;;;1;1;;;;1;;;;;;;;4;;;;;1;;;;;;;;;;7;1;;;2;;1;;;;;1;;1;2;;;;;14;;1;;;4;;;;1;;1;;;;1;;1;;;;3;2;1;;1;;;1;;;1;;;;;;;;1;1;1;;;1;2;;;;;;;;;;;;;1;;;;;;;93
44022-6590;20130201;SUCESSO;3;2;1;1;;140;24;;;3;6;1;;;;26;5;14;4;;;6;1;;;22;;;11;4;2;1;2;2;1;;3;4;3;3;1;1;1;1;9;1;1;1;3;;;1;;;2;2;2;;;;;22;11;1;1;2;3;1;;;;8;7;;;2;36;8;;1;22;10;2;;;8;7;5;4;1;;;;;;54;1;1;1;1;22;;1;;8;1;4;2;1;1;1;;2;2;1;;4;;4;;3;2;1;4;3;3;3;3;2;2;2;1;1;1;;;3;2;2;1;4;;;;3;1;3;7;7;10;2;1;;8;1;6;6;;;;693
44024-6590;20130201;SUCESSO;3;1;2;2;1;139;13;;;;5;;;;;54;;20;;8;3;;9;;;12;;;3;2;1;1;1;;;2;1;2;2;2;1;1;5;4;10;1;1;1;;;;1;;1;;;;;1;;;35;2;1;1;;13;1;5;1;1;2;1;;3;1;66;2;;;29;;12;5;1;;;12;6;5;;1;;;;43;1;1;6;2;19;;1;;7;1;3;2;2;1;1;;4;1;1;;8;4;2;;1;1;;6;1;1;3;;;1;;;;;1;;3;1;1;2;7;1;;;2;2;1;3;2;;;;;3;;3;2;;;;680
44027-6402;20130102;insucesso;1;1;;;;29;;;;;1;;;;;4;;3;;3;;;;;;2;;;;;;;3;2;;;;;;;;;;;4;;;;;;;;;1;1;1;1;;1;;;15;1;;;;10;;5;4;;2;1;1;5;4;16;1;;;11;;7;4;3;2;1;;;2;;1;;;;55;;;2;2;9;;1;1;1;;;;;;1;1;3;3;;;11;2;9;1;3;;;29;3;;7;2;;2;2;2;;1;1;;1;1;1;;4;;;;;;;;;4;;;;6;;;;;;;325
44033-6402;20130102;insucesso;3;1;2;1;;59;5;1;;;2;2;;;;6;;2;;;;;;;;20;;2;8;3;2;2;;;;;;7;;;1;1;;;9;;;;3;1;1;;;;2;2;1;4;1;1;;9;6;;;;;;;;;1;1;;;;12;3;;2;5;3;;;;1;1;;;;6;;;;;49;2;1;3;1;16;;;;6;;3;3;2;2;1;;1;;;2;3;;1;;1;1;;2;2;1;1;1;;1;1;;;;;;3;2;1;1;6;1;4;;1;1;;1;1;56;11;4;;9;;1;1;4;5;3;428
44033-6590;20130201;insucesso;2;1;1;1;;57;27;12;1;11;3;;;;;11;;7;;;;;1;;;21;;4;7;2;1;;;;;1;;4;;;1;1;3;2;6;1;1;1;;;;;;;1;1;1;2;;;;12;7;;;;;;;;;5;5;1;;;16;5;;1;10;5;;;;4;4;1;1;;2;2;;2;1;23;4;2;5;1;7;;;;2;;1;;;;;;;;;;1;;1;1;;;;1;1;1;;;;;;;;;;;2;1;1;1;4;1;2;1;;;;2;1;3;2;;;6;;2;1;;2;1;364
44049-6590;20130201;SUCESSO;2;2;;;;101;17;;;3;4;1;;1;;12;1;7;2;1;1;1;1;;;11;;;5;3;1;;;;;;;5;4;4;;;1;1;9;;;;3;;;;;;1;1;1;;1;;;16;8;1;1;1;3;1;1;;;3;3;;;1;19;3;1;;13;6;2;1;;3;3;1;1;;;3;;2;;27;;1;3;1;6;;2;;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;2;1;;;;;;4;4;;;;;7;1;4;4;;;;383
44058-7297;20130202;SUCESSO;2;1;1;;;55;1;;;;2;1;;;;6;;2;;;;;1;;;17;1;;6;3;1;;1;1;;;;3;2;2;3;3;;;6;1;1;;2;;;1;;1;1;1;1;;2;;1;10;;;;;;;;;;1;;;1;;24;1;;1;9;;;;;1;;1;;1;7;3;;3;;64;;3;4;1;19;;1;;10;1;5;3;2;2;;;;;;;5;2;3;;1;;;10;2;1;3;1;1;2;1;2;1;2;1;;2;1;1;;7;1;;;;;;4;4;10;4;1;;6;;4;4;;;;398
44060-6402;20130102;insucesso;1;;;;;42;2;;;1;5;;;1;1;6;;;;;;;4;;;11;;1;3;;;;;;;;;3;;;1;;1;1;13;;;;2;1;1;2;;3;1;1;;18;1;;1;18;;;;;3;;;;;1;;1;;3;26;1;;;3;;;;;1;;5;;3;14;1;;;;78;;1;5;2;38;1;2;1;15;;5;1;1;;1;;2;;;3;7;2;3;;3;3;3;3;1;1;3;1;1;3;1;3;;3;2;;1;1;;;18;;16;3;2;1;1;1;;8;1;;;9;;1;;1;3;2;476
44060-6590;20130201;insucesso;1;;;;;28;3;1;;1;5;;;;;1;;;;;;;;2;1;5;;;1;;;;2;1;;;2;2;;;;;;;10;;;;;;;1;;;1;1;;7;1;;1;7;;;;;3;;1;1;;1;;;;;9;;;;1;;;;;;;1;;2;5;2;;1;;29;;;1;;8;;1;;2;;;;;;;;2;2;1;;7;2;5;;3;;;14;1;;6;1;;;;;;;;;1;1;;;7;;7;;2;;2;1;;2;;;;3;;1;;2;;;226
44065-6402;20130102;SUCESSO;3;2;1;1;;96;3;;;;7;1;;;;26;1;15;4;4;1;3;1;;;38;1;;14;7;2;;3;2;1;;;7;5;5;5;5;2;2;13;;;;5;;;1;;2;2;2;2;;;;;39;19;5;3;8;8;7;3;1;1;4;3;;;2;56;5;1;1;33;11;7;3;1;4;3;6;2;4;4;7;;5;;92;;3;11;7;29;;4;;12;4;3;;;;;;3;3;;;9;1;8;;2;2;2;8;6;4;2;1;1;2;1;2;1;1;1;;3;2;2;1;9;;;;;;;11;11;7;;;;15;1;11;11;1;3;;864
44090-6402;20130102;insucesso;3;1;1;1;;92;7;1;;3;5;;2;;;28;;19;;5;;;;2;2;28;;;14;7;3;;1;;;;1;4;;;2;2;3;3;9;1;1;1;3;;1;2;1;1;2;2;1;;1;;1;30;5;;;1;11;2;2;2;;3;2;6;1;;46;7;;2;26;2;8;2;2;2;2;4;1;4;1;9;;8;4;64;1;1;5;1;31;;1;;18;;10;3;2;1;5;5;6;5;5;3;11;1;8;;8;1;1;9;3;2;9;3;2;1;1;1;;;2;2;3;2;1;1;6;;;;1;1;1;1;1;51;26;13;;6;;1;1;;1;1;812
44109-6402;20130102;insucesso;;;;;;27;1;;;1;;;;;;3;;1;;;;;;;;15;;;3;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;3;;;;;1;;;;;1;;1;;;9;5;;2;3;;1;;;1;;1;1;;;1;;1;1;22;;;3;;7;;1;;;;;;;;;;1;1;;;2;;2;2;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;4;;;;;4;4;146
44112-7114;20130202;insucesso;1;1;1;1;;54;5;1;;2;7;2;3;1;;2;;;;;;;;;;14;;;4;;;;;;;3;;8;;;;;;;17;1;1;1;9;2;2;4;;3;1;1;1;1;1;;;1;;;;;;;;;;;;;;1;4;2;;1;1;;;;;;;2;;1;;2;1;1;1;29;3;3;;;7;;;;;;;;;;;;;;;;1;;1;;1;;;1;1;;1;1;;;;;;;;;1;1;1;1;7;2;1;;;;;10;9;2;;;;12;;9;8;;;;286
44113-6402;20130102;insucesso;;;;;;3;;;;;;;;;;2;;1;;;;;;;;1;;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;3;1;;;1;1;;;;;1;;;;;3;1;;;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;28
44118-6402;20130102;insucesso;1;;1;;;13;;;;;4;;1;;;1;;;;;;;1;;;5;;;1;;;;;;;;;;;;;;;;9;;;;1;;;1;;4;;;;;;;;1;;;;;;;;;;;;;;;1;;;;1;;;;;;;1;1;;;;;;;11;;5;;;3;2;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;74
44127-6402;20130102;insucesso;;;;;;19;2;;;1;;;;2;1;3;;3;;;;;;;;7;;;3;1;;;2;1;;1;;;;;;;;;1;;;;;;;;;;;;;;2;;1;6;3;;;2;3;3;2;;;;;;2;1;7;2;;1;5;;2;1;;;;;;1;1;;;;;25;;;1;;11;;;;3;;1;;;;1;1;2;2;2;;8;1;5;1;3;1;1;24;5;2;9;3;2;5;2;5;;4;;;;;;;3;;;1;1;;;;;;;;;1;;;;;;;228
44153-6895;20130201;insucesso;2;1;1;1;;22;2;;;1;2;;;;;;;;;;;;;;;11;;;8;4;2;1;1;1;;;;1;;;;;;;5;1;1;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;2;1;;;;;38;;;3;;21;;3;;12;;6;4;4;2;3;2;4;3;2;;5;;5;1;4;3;3;5;2;2;4;1;1;3;;3;;3;;;2;1;1;1;4;;1;;;;;;;6;3;2;;3;;;;;;;253
44169-6895;20130201;insucesso;2;1;1;1;;58;3;1;;1;3;;1;10;5;2;;;;;;;;;;17;;;7;3;2;;;;;;2;1;;;;;;;13;;;;2;;1;2;1;;1;1;1;;13;1;5;5;1;;;;;;;;;;;;;;11;1;;;3;;;;;;;;;1;1;3;1;;;45;;3;;;14;;;;3;;2;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;4;1;2;1;1;1;4;2;;2;6;2;3;1;1;16;4;1;;9;;1;1;;2;;324
44172-6895;20130201;SUCESSO;2;1;1;1;;29;;;;;1;;;1;;3;;2;;;;;;;;10;;;4;1;;;;;;;;;;;1;1;;;6;1;1;1;;;;;;3;1;1;1;;1;;1;8;;;;;1;;;;;1;1;;2;;13;;;;5;;1;;;1;1;3;;4;2;;;;;41;;1;4;1;13;;2;;3;1;2;2;1;1;;;;;;;5;;3;;2;2;1;3;;;2;;;2;;1;;1;;;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;219
44176-7114;20130202;insucesso;2;;2;2;;38;1;;;;1;;;;;4;;2;;;;;1;;;13;;;4;2;1;;3;2;;;;;;;;;;;11;2;2;2;3;;;1;;2;;;;;;;;2;;;;;;;;;;;;;1;;8;;;;2;;;;;;;2;;2;;;;;;49;;4;2;;22;4;1;;12;;5;3;2;1;1;;2;1;1;;16;3;11;1;6;3;2;16;6;3;10;6;3;4;2;2;;2;1;1;2;;;2;;;;;;;;2;2;6;1;;;3;;2;2;1;;;349
44195-6402;20130102;SUCESSO;2;;2;2;;38;3;;;;1;;;;;3;;2;;1;1;1;;;;9;;;4;2;;;1;1;;;1;1;;;1;1;;;7;2;2;2;1;;;1;;1;;;;;1;;;10;;;;;6;;3;1;1;2;;;;2;12;;;;7;;5;2;1;1;;1;1;1;1;2;;1;;26;2;1;;;9;;;;3;;;;;;4;;5;4;2;;10;;8;;3;;;18;5;3;5;3;3;;;;;;2;;2;;;2;8;;;;1;1;;3;2;1;;;;6;;2;2;1;;;301
44196-6400;20130102;insucesso;2;1;1;1;;19;2;1;;2;4;;;;;4;;1;;;;;;1;1;8;;1;2;;;;1;1;;;1;2;;;;;;;7;1;1;1;1;1;;;4;;1;1;1;1;5;5;;4;1;;;;;;;;;;;1;;;9;2;;;3;;;;;;;;;;1;4;1;1;;18;;2;2;;4;;;;;;;;;;;;;;;;1;;1;1;1;;;3;2;;3;1;;1;1;;;;;;2;1;1;1;2;;1;;2;;;;;4;;;;3;;;;;;;171
44258-7297;20130202;SUCESSO;2;;2;2;;24;3;;;1;1;;;1;;1;1;;;;;;;;;12;2;;1;1;1;1;;;;;;;;;;;;;10;1;1;1;;;;1;;;;;;;2;;;2;;;;;1;;;;;;;;1;;3;1;1;1;2;;1;;;;;1;1;;;;;;;22;1;4;2;;6;;1;;6;1;5;3;3;3;;;1;1;1;;1;;1;;1;;;1;;;1;;;;;;;;;;2;;;2;;;;;;;;1;1;;;;;1;;1;1;;;;161
44332-6401;20130102;insucesso;2;1;1;1;;103;13;;3;1;23;4;;1;;6;;4;;;;;;1;1;16;;1;3;;;;2;2;;1;5;3;;;;;;;37;;;;6;;1;2;4;1;1;1;1;3;9;6;1;15;2;;;;;;;;;9;4;1;;;18;2;;;12;2;;;;8;3;;;;2;12;7;9;5;32;2;2;3;3;7;;1;1;1;;1;1;;;;;2;1;;;9;;8;2;2;;;12;3;1;3;;;;;;;;5;3;2;1;1;1;9;4;3;;10;5;4;;;;;;;6;;;;;1;;534
44389-6402;20130102;insucesso;;;;;;40;4;;;1;2;;;8;7;7;;5;;;;;1;8;5;8;;;1;1;;;1;1;;;;;;;2;1;1;1;12;;;;;;;;1;5;;;;;8;1;7;15;2;;;;4;1;2;1;;4;3;1;1;1;21;3;;;12;1;2;;;2;2;4;2;;;11;;9;2;25;;;;;8;;;;5;;3;1;;;;;;;;2;3;;2;;1;1;;2;1;;1;1;;1;1;;;;1;;1;;;;2;;;;;;;;;;;;;1;;;;;2;;310
44530-6402;20130102;insucesso;;;;;;5;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;7;;1;;;1;;;;;;;;;;;;;;;;2;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29
44845-7114;20130202;insucesso;;;;;;20;;;;;;;;;;5;;;;;;;1;;;5;;1;3;1;;;;;;;;;;;1;1;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;;1;;;;;9;6;;2;2;;;;;1;;1;;;1;1;1;;;12;;;1;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;1;;;;;1;;1;1;;;;90
44965-7297;20130202;SUCESSO;1;;1;1;;35;;;;;7;1;;;;11;1;5;1;1;;1;1;;;12;3;;1;1;;;;;;;;1;;;2;2;2;2;12;1;1;1;2;;;3;;4;;;;;1;;;15;4;;;;4;1;1;1;1;2;1;;;;21;3;;2;12;2;3;1;1;1;1;1;1;3;1;;;;;28;2;5;3;;4;;1;;2;1;;;;;1;;4;1;;;4;2;2;;;;;3;;;;;;;;;;;;;1;;;1;1;1;;;;;;2;1;2;;;;3;;2;1;1;;;280
Total Geral;#N/D;#N/D;716;327;380;334;113;18742;1475;98;82;330;1911;322;96;482;139;2594;172;1383;165;343;105;129;265;128;85;4736;109;82;1551;637;345;200;506;403;110;228;294;588;118;109;453;428;333;324;4216;268;268;241;976;85;128;395;117;391;257;257;234;180;863;155;374;4646;985;149;100;210;1353;222;613;308;108;718;426;79;278;276;6022;883;100;213;3394;538;979;449;222;501;314;609;291;445;306;544;92;337;120;14119;311;518;857;383;4508;101;381;80;1886;104;1000;576;382;248;255;88;619;432;209;103;2020;190;1553;90;759;435;297;3248;660;305;1255;417;191;627;266;399;103;224;247;90;725;364;327;335;1501;279;158;96;507;286;240;644;525;2169;732;327;109;1410;99;531;468;203;233;90;131599
