IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>14>14>;14>14>2>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>31>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>41>41>41>41>;14>41>41>41>41>41>41>;14>43>;14>43>44>;14>43>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>31>;31>30>31>30>;31>31>;31>31>30>;31>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;42>;43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
31256-5061;20120201;insucesso;;;;;;33;;;;;7;2;;2;1;1;;;;;;;;;12;;;4;;;;;4;2;1;;;;;;;;;;;12;;;;3;;1;;2;;;;;;5;2;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;21;;1;;;7;1;;2;;;;;;;;;;;2;5;3;;1;;;;10;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;154
31271-4434;20120102;insucesso;2;;2;2;;28;1;;1;;5;;1;;;4;;2;;1;;;;;2;;;;;;;;2;2;2;;;;;;;1;1;;;10;1;1;1;1;;;1;;;;;;1;1;;;9;;;;6;;2;1;;1;;2;;13;;;;5;;3;1;;;;;;3;;;;;;36;;;2;;8;;1;2;1;;;;;;;;;;;6;6;;2;2;1;1;12;2;;2;2;;2;1;1;1;;;2;;;2;1;1;1;1;1;;;1;;;;;;1;;1;;;;;225
31292-5384;20120202;SUCESSO;3;1;2;2;18;43;1;;;1;2;;;;;11;3;8;1;;;;;;12;1;;6;3;3;2;;4;2;1;3;1;1;;;;;;1;1;8;2;2;2;2;;;;;;1;1;1;;;;;13;4;2;;;;;;;6;5;;;17;8;;3;12;4;;;;6;5;;;1;;2;;2;1;23;;2;4;1;10;;2;7;6;4;4;3;;3;;4;3;2;;7;5;;3;2;2;;7;4;3;3;2;;2;2;2;1;1;;3;1;1;2;36;15;;;2;1;1;2;1;17;7;4;2;5;;2;1;;2;;476
31295-4433;20120102;SUCESSO;4;2;2;2;;49;1;;;;5;;;;;11;;;;;;1;;;6;;;4;;;;;;;;;;2;1;;;1;1;;;17;1;1;1;3;;;;;;;;;;;;;6;2;1;;;;;;;;;;2;18;3;;;2;1;;;;;;3;;;;;;;;14;;2;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;2;4;;;;;;;3;;1;1;1;1;3;;1;;;;;201
31306-4433;20120102;SUCESSO;2;1;1;1;;33;;;;;1;;;;;;;;;;;;;;8;;;3;;;;;1;1;1;;;1;1;1;;1;1;;;13;1;1;1;1;;;;;;1;1;1;;;;;3;;;;;;;;;;;;;7;2;;1;2;;;;;;;;;;1;2;;;;46;1;1;1;;11;;;3;2;1;1;;;;;3;3;;;6;4;;1;1;1;;16;3;1;3;1;;3;1;2;1;1;;2;1;1;1;1;;;;;;;1;1;;;;;2;1;1;1;;;;227
31311-5489;20120202;insucesso;1;;1;1;;25;1;;;;2;;;;;5;;2;;;;;;;5;;;2;;;;;;;;;;2;1;;;1;1;;;7;;;;;;;3;;3;;;;;;;;2;;;;;;;;;;;;;10;;;;2;;;;;;;;;;;;;;;19;;;;;5;;;;;;;;;1;1;2;1;1;;3;2;;2;;;;2;1;;2;1;;;;;;;;1;;;1;;;;;;;;4;3;;;;;3;;2;2;;;;136
31311-6030;20130101;SUCESSO;3;1;;;;27;;;;;6;;;;;4;;2;;;;2;;;2;;;;;;;;;;;;;;;;;1;;1;1;18;;;;;;;1;;3;2;2;1;;;;;11;;;;3;;3;2;1;1;1;;;14;;;;7;;1;1;;1;;2;;1;;;;;;17;;2;;;5;;;;;;;;;;;1;1;;;3;3;;2;1;1;;4;1;1;3;;;1;;1;1;;;3;3;1;;;;;;;;;1;1;5;;;;3;;1;1;1;1;;195
31316-4434;20120102;insucesso;;;;;;15;;;;;;;;1;1;2;;2;;;;;;;3;;;2;;;;;;;;1;1;2;;;;;;;;1;;;;;;;;1;;;;;;1;1;1;3;1;;1;;;;;;1;1;;1;3;;;;2;1;;;;1;1;;;;;;;;;5;;;;;3;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;1;;;;;2;1;;;1;1;1;;;4;2;1;;3;;;;3;;;83
31316-5490;20120202;SUCESSO;2;1;1;1;6;35;;;;;2;;;;;1;;;;;;;;;6;;;1;;;;;;;;4;;2;;;;;;;;9;1;1;1;2;;1;;;;;;;;3;1;1;2;;;;;;;;;;;;;6;;;;;;;;;;;1;;1;;;;;;19;3;;1;;2;;;1;;;;;;;;;;;;2;1;;1;;;;2;;;1;;;;;;;1;;2;1;1;1;6;;;;;;;;;7;2;2;1;4;;;;2;;;155
31317-4114;20120101;SUCESSO;4;2;2;2;;55;3;;;2;8;;;;;7;1;1;;1;1;;1;;21;1;;8;3;3;3;;;;;;;1;;;;;;;;19;1;1;1;4;;1;;;4;2;2;2;;;;;7;3;;;5;3;2;1;1;2;1;;;20;6;;2;6;;4;2;1;2;1;;;1;2;2;;1;1;48;2;2;7;2;16;;3;7;7;5;5;5;;;;1;;;;3;2;;;;;;3;;;1;;;;;;;;;4;2;2;2;2;;;;;;;;;;;;;2;1;;;;1;;378
31331-4434;20120102;SUCESSO;2;1;1;1;;14;1;;;;4;;;;;1;;;;;;;;;6;;;3;2;1;;;2;2;2;;;;;;;;;;;5;1;1;1;;;;1;;;1;1;1;;;;;1;;;;1;;;;;1;;;;3;;;;1;;1;;;;;;;1;;;;;;22;;;;;9;;;4;2;;;;;;;;;;;4;4;;2;1;;;9;2;1;5;1;;2;;1;;;;2;1;1;1;;;;;;;;;;;;;;;;;;;;;138
31336-4434;20120102;SUCESSO;4;;4;4;;176;7;;;2;29;12;;;;18;;9;2;3;1;;3;;32;3;;14;6;4;2;;5;3;3;4;5;4;2;2;;;;;;58;2;2;2;23;;3;4;;2;;;;;3;;3;21;7;1;1;11;3;6;2;;4;2;2;3;43;5;;1;19;5;10;5;2;2;1;7;1;8;1;3;;2;;106;3;8;6;3;31;;3;11;7;2;1;1;;1;;4;3;3;;16;12;;10;6;5;;32;4;3;22;1;;11;1;7;5;1;;4;;;4;13;3;;;5;4;3;6;6;8;3;2;;13;3;5;5;4;4;;1067
31340-4433;20120102;SUCESSO;2;2;;;;37;2;;;1;3;;;;;6;1;4;1;2;1;1;;;16;;;5;3;2;1;;;;;;;2;2;2;;1;1;;;14;;;;;;;1;;1;2;2;2;;1;1;;9;1;;1;3;;2;1;1;1;;1;1;12;3;;;6;1;3;2;1;1;;1;;2;1;;;;;49;;2;2;;23;;1;12;7;4;3;1;;4;;5;4;2;;11;10;;6;2;1;;20;5;4;7;3;;2;1;1;1;;;2;2;2;;2;;;;;;;4;4;;;;;4;;4;4;;;;397
31358-4435;20120102;SUCESSO;2;;1;1;;171;8;;;3;4;;;14;9;1;;;;;;;40;;46;;;17;8;5;2;;8;8;4;3;1;6;1;1;;2;2;3;3;27;;;;1;;;;;;;;;;17;1;12;53;7;;1;24;4;13;10;6;6;4;1;4;58;6;;2;45;3;18;9;8;4;4;3;2;1;1;51;;46;37;143;7;1;1;1;51;;1;18;10;6;4;2;;1;;9;7;2;;25;21;;8;5;4;;42;7;6;17;6;;8;3;5;3;5;;2;1;;1;15;3;;;1;1;;8;7;21;6;4;1;20;2;7;6;1;10;;1409
31359-4435;20120102;insucesso;;;;;;21;;;;;6;1;;2;2;1;;;;;;;;;4;;;2;1;1;1;1;;;;;2;;;;;1;1;;;12;;;;4;2;;;1;4;;;;;4;;4;2;1;;;;;;;;;;;;4;;;;1;1;;;;;;;;1;2;;;;;19;;3;1;1;12;1;1;8;6;5;2;1;;2;1;2;1;;;4;3;1;;;;;7;2;2;2;1;1;;;;;;;;;;;4;;;;2;2;1;;;;;;;1;;;;;;;189
31359-6590;20130201;insucesso;2;2;;;;44;;;;;;;;5;2;2;;;;;;;;;9;;;4;4;2;;;;;;;1;3;;;;1;1;;;8;;;;;;;;;2;;;;1;8;1;4;2;;;;1;;;;;;;;1;5;1;1;;2;;1;;;;;;;1;1;1;1;;;28;;1;;;6;1;;5;3;;;;;;;2;1;1;;3;2;;1;1;1;1;4;1;1;2;;;1;;1;1;;;2;2;2;;7;1;1;1;5;4;4;;;;;;;3;1;;;;;;225
31369-4433;20120102;SUCESSO;2;;2;2;;72;7;;;1;10;3;;24;13;3;1;3;2;;;;7;;21;1;;10;4;3;2;;3;2;;;;3;3;2;;;;2;2;25;2;2;2;10;;4;3;;;;;;;25;4;14;14;5;2;1;;;;;;5;3;;;15;3;;;12;5;;;;5;3;2;2;1;1;9;;9;7;33;3;1;1;;12;;1;4;3;2;2;2;;2;;8;8;5;;11;9;;5;3;3;;20;6;3;8;3;;6;;6;5;3;;2;;;2;3;;;;2;;;4;2;;;;;5;1;4;2;;;;610
31380-4434;20120102;insucesso;2;1;1;1;;52;1;;;;21;6;3;;;1;;;;;;;;;16;;2;7;4;3;2;2;1;1;;;;1;;;;2;2;;;29;;;;9;4;3;4;;4;;;;;;;;11;4;;2;3;;1;;;;;;;12;1;1;;5;2;1;;;;;1;;1;1;;;;;40;1;5;6;3;12;2;1;7;5;3;2;1;1;1;;4;3;2;;13;10;;7;6;3;2;16;3;2;9;3;2;8;3;6;3;1;1;2;2;1;1;1;;;;;;;;;6;3;1;;2;;;;;;;447
31384-5061;20120201;SUCESSO;2;2;;;;19;;;;;6;1;;;;2;1;2;;;;;;;3;1;;;;;;;;;;;;;;;;1;;1;1;11;;;;6;;2;;;;2;2;2;;3;;3;8;3;;;2;;2;1;1;;;;1;8;2;;;7;1;2;2;1;;;;;;1;;;;;9;;1;4;4;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;;1;1;;;;;;1;1;;;;;1;;1;1;;;;150
31386-4435;20120102;insucesso;1;;1;1;;15;1;;;1;4;;;1;1;2;;1;;;;;;;2;;;;;;;;;;;;;;;;2;1;1;;;10;1;1;1;;;;2;;2;;;;;4;;3;8;1;;;2;;1;1;;1;1;1;;8;1;;;4;;2;1;;1;1;2;1;1;1;;;;;11;;1;1;1;2;1;;2;1;;;;;;;1;1;;;2;2;1;1;1;1;1;2;1;;1;;;1;;1;1;;;1;;;1;1;;;;;;;3;3;;;;;3;;3;3;;2;1;157
31400-4448;20120101;SUCESSO;2;1;1;1;;59;2;;;1;14;3;;;;3;1;2;;1;;;;;13;;;4;;;;;3;1;;;;1;;;;3;3;;;19;1;1;1;3;;1;1;;;1;1;1;;;;;13;1;;;4;;;;;1;1;;;19;1;;;10;;4;;;1;1;;;1;;;;;;29;;;3;2;7;;2;1;;;;;;;;1;1;1;;10;7;;5;2;1;;9;;;6;;;3;;2;2;;;2;1;1;1;;;;;;;;;;;;;;2;1;;;;;;308
31410-4603;20120102;insucesso;2;2;;;;29;1;;;;1;;;;;1;;;;;;;;;7;;;1;;;;;;;;;;;;;;1;1;;;5;;;;1;;1;;;;2;2;2;;;;;2;2;;;;;;;;;;;;3;1;;;2;2;;;;;;;;;;;;;;27;1;1;2;2;9;;1;4;1;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;2;2;2;;1;1;;1;;;;1;1;;;;;1;;1;1;;;;136
31410-5384;20120202;insucesso;3;1;2;2;;39;1;;1;;10;6;;;;7;1;6;;3;;;;;11;;1;1;;;;;2;2;1;;;1;;;;1;1;;;14;2;2;2;10;2;1;;;;;;;;;;;11;6;;2;4;;1;;;;;;;14;2;1;;10;4;3;1;;;;;;;;;;;;23;;1;2;2;6;;1;2;1;1;;;;1;1;2;2;;;5;5;2;2;;;;8;3;2;3;1;;;;;;;;3;1;1;2;;;;;;;;;;;;;;1;1;;;;;;280
31436-4433;20120102;insucesso;;;;;;27;1;;;;;;;6;6;4;;1;;;;;;;7;;;2;;;;;1;1;;;3;;;;3;1;1;;;12;;;;1;;;1;;;;;;;8;1;7;7;3;;1;;;;;;;;1;;12;1;;1;7;3;;;;;;1;1;;;;;;;49;;;;;14;;;3;3;2;1;1;;;;1;1;;1;4;4;;;;;;12;;;;;;;;;;1;1;;;;;5;;;1;4;3;;10;5;;;;;6;;6;5;;3;3;281
31437-6590;20130201;insucesso;2;1;1;1;;7;1;;1;;2;;;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;1;1;1;;;;;;;1;1;1;;1;;;4;;;;3;;1;1;;;;;;3;;;;3;;2;1;;;;1;1;;;;;;;8;;;;;4;;;1;1;;;;;;;;;;1;1;1;;1;;;;1;;;1;;;;;;;;;2;1;1;1;;;;;1;;1;;;;;;;;;;;;;;76
31444-5061;20120201;insucesso;3;2;;;;77;4;;1;;11;;4;;;7;;4;;3;;;;;21;;1;6;1;1;;;3;3;;;;1;;;;9;9;;;23;;;;1;;;6;;1;3;3;2;;;;;10;1;;1;6;;5;5;;;;3;;23;8;2;1;10;1;6;5;;;;;;1;;;;;;73;1;2;2;1;29;;1;9;3;;;;;2;2;8;8;4;;23;22;;10;4;1;;35;10;7;17;10;7;7;6;3;1;;;4;3;2;;1;;;;1;1;;1;1;9;2;;;4;;1;1;1;;;638
31447-4435;20120102;SUCESSO;3;;3;3;;101;3;;;;11;3;;;;27;2;19;4;8;5;1;;;8;;;3;1;1;1;;;;;;;7;1;1;;3;3;4;4;19;1;1;1;5;;1;1;;;;;;;1;;;41;8;2;1;14;1;7;5;1;1;1;;;55;5;;1;35;6;12;7;5;;;1;1;1;;1;;1;1;19;;;2;1;4;;1;1;1;1;;;;;;;;;;2;1;;;;;;3;1;;;;;;;;;1;;3;;;3;;;;;1;;1;2;2;43;8;2;;11;4;1;1;3;;;597
31451-4448;20120101;SUCESSO;3;2;1;1;1;143;12;;;2;4;1;;;;12;1;7;1;1;;2;3;;28;2;;8;1;1;1;;15;12;3;1;1;1;;;;5;4;6;6;16;;;;5;;2;1;;;1;1;1;;1;;;42;16;;1;6;1;;;;3;1;;4;40;7;;1;26;8;3;;;1;;6;4;1;1;11;;7;3;92;1;6;4;1;30;;1;7;3;3;2;1;;;;2;;;;29;22;;5;1;1;;44;7;1;13;4;;3;;2;2;8;;3;2;2;1;8;3;;;3;1;1;;;2;1;1;1;4;3;;;;3;;847
31453-4433;20120102;SUCESSO;2;;2;2;;30;1;;;;7;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;17;1;1;1;;;;3;;1;;;;;;;;7;;;;2;;1;1;1;;;1;;10;;;;6;;2;1;1;;;2;1;1;;;;;;23;1;;2;;8;;1;8;2;;;;;1;;1;1;1;;2;1;;1;;;;2;1;;1;1;;1;;;;1;;2;;;2;;;;;;;;2;2;;;;;2;;2;2;;;;181
31456-4917;20120201;insucesso;;;;;;25;2;;;1;1;;;;;;;;;;;;;;12;;2;2;1;1;;;1;;;;;1;;;;;;;;3;;;;1;;1;;;;;;;;;;;2;1;;;1;;;;;;;;;4;1;;1;1;;1;;;;;;;1;1;;;;;24;1;;2;1;5;;;3;2;;;;;;;;;;;6;3;;3;1;1;1;5;1;;4;1;;2;1;2;1;;;;;;;1;;;;;;;2;1;4;2;1;;2;;1;1;;;;153
31462-4448;20120101;SUCESSO;2;1;1;1;;40;5;;;;7;1;;;;5;1;;;;;;1;;10;;;6;5;3;1;;2;2;;1;;1;;;;;;1;1;12;1;1;1;2;;1;1;;3;1;1;1;;3;1;2;9;1;;;;;;;;1;;;;13;1;;1;6;1;;;;1;;2;;3;2;3;;1;;29;2;2;5;4;14;;3;9;4;1;;;;;;3;3;3;;5;5;;4;2;1;;6;3;1;5;3;;2;2;1;;;;2;1;1;1;4;1;;;;;;;;15;11;4;2;5;2;;;2;4;;351
31469-6030;20130101;insucesso;;;;;;36;;;;;4;1;;;;8;;4;;1;;;;;8;;2;4;2;1;;;2;1;;;1;3;2;;;1;1;;;11;;;;2;;;2;;;;;;;;;;23;1;;;9;;7;4;;1;1;4;;25;4;1;2;18;;7;5;;1;1;3;3;2;;;;;;40;1;;6;4;14;;4;8;4;1;1;1;;1;;1;;;;8;5;;2;;;;15;3;1;7;2;;3;2;1;1;;;;;;;;;;;2;;2;8;8;3;;;;8;;7;7;;;;400
31469-6895;20130201;SUCESSO;2;;2;2;;42;1;;;;8;;;;;11;;1;;1;1;5;;;4;;;1;1;;;;;;;;1;2;2;2;;;;;;11;1;1;1;1;;;2;;6;;;;;;;;9;2;;;3;1;2;;;4;3;1;;26;6;;;9;1;3;2;;3;3;11;7;5;;;;;;34;;2;5;1;11;;2;4;1;1;;;;;;;;;;2;1;;;;;;2;1;;;;;;;;;;;2;;;2;;;;;2;;2;8;5;;;;;7;;7;5;;;;320
31476-6895;20130201;insucesso;3;3;;;;29;5;;1;2;3;;2;;;3;1;;;;;;;;12;;;1;;;;;1;;;;1;1;1;;;;;;;8;;;;2;;;2;;2;2;2;2;;;;;;;;;;;;;;;;;;4;1;1;;;;;;;;;1;;2;;;;;;28;1;2;;;9;1;;3;2;2;2;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;3;3;3;;;;;;1;;;1;1;;;;;1;;1;1;;;;166
31488-4917;20120201;insucesso;;;;;;12;;;;;;;;;;1;;1;;;;;;;5;;;3;1;1;;;1;;;;;;;;;;;;;1;;;;1;;1;;;;;;;;;;;2;1;;1;;;;;;;;;;2;;;;2;1;;;;;;;;;;;;;;9;1;;;;5;;;2;1;;;;;;;;;;;3;2;;2;2;2;;7;;;3;;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;81
31508-4435;20120102;insucesso;1;;;;;14;1;;;;1;;1;;;2;;1;;1;;;;;2;;;1;;;;;;;;1;;;;;;;;;;9;;;;1;;;3;;2;1;1;;;;;;10;;;;3;;1;;;;;1;1;7;;;;6;;3;1;;;;;;1;;;;;;9;1;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;6;4;;;;;;;;;;;;;;;;;;;102
31510-5489;20120202;SUCESSO;2;2;;;;25;1;;;;2;;;1;;1;;1;1;;;;;;3;;;1;1;1;1;;2;2;2;;;;;;;1;1;;;3;;;;2;;;;;1;2;2;2;;2;;;3;1;;;1;;1;1;;;;;;5;;;;2;1;;;;;;;;1;;1;;;;28;;;1;1;12;;;6;4;4;3;3;;;;;;;;4;4;;3;;;;9;2;1;6;2;;3;2;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;186
31520-5489;20120202;SUCESSO;2;2;;;;26;2;;;;1;1;;;;1;;;;;;;;;10;2;;3;2;1;;;1;1;1;;;;;;;1;1;;;5;;;;2;;;;;;2;2;2;;;;;1;;;;;;;;;1;;;;4;2;;2;;;;;;;;1;;;;;;;;16;;3;;;5;;;2;1;;;;;1;;1;;;;3;1;;1;1;1;;2;2;;2;2;;2;2;1;;;;2;2;2;;;;;;;;;;;;;;;;;;;;;;137
31522-4917;20120201;SUCESSO;2;1;1;1;;33;8;;;3;1;;;;;;;;;;;;;;13;1;;2;1;;;;3;3;3;;;;;;;;;;;9;1;1;1;3;;;;;1;;;;;2;2;;3;1;;1;;;;;;1;;;;5;2;;;3;1;;;;1;;2;2;;;;;;;26;2;2;2;1;7;;1;5;1;;;;;;;;;;;10;10;;3;3;1;;31;5;1;10;2;;6;1;1;1;2;;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;258
31525-4435;20120102;insucesso;;;;;;8;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;8;;;;;1;;;1;;;;;;;;;;;;2;2;;;;;;3;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;31
31526-4435;20120102;insucesso;2;;2;2;;13;;;;;6;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;7;2;2;2;;;;1;;2;;;;;;;;2;;;;1;;;;;;;;;3;;;;2;;1;;;;;;;1;;1;1;;;4;;;;;2;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;22;8;6;;3;;;;2;;;110
31529-4917;20120201;SUCESSO;3;3;2;2;;52;1;;;;3;;;;;8;;3;;;;1;;;15;;;10;3;1;1;;1;1;;;;3;1;1;;2;2;;;9;1;1;1;1;;;1;;3;3;3;3;;;;;9;;;;3;;1;1;;1;;2;;19;2;;;9;;3;1;1;1;;3;;4;;;;;;53;;1;4;1;23;;4;11;5;2;2;1;;;;;;;;4;4;;;;;;14;3;2;2;1;;1;1;;;;;3;3;3;2;1;;;;;;;3;2;30;15;10;5;7;;3;2;2;;;435
31560-4435;20120102;insucesso;2;2;;;;53;;;;;8;;;;;4;;2;;1;;;4;3;7;;;3;1;1;;;;;;3;;4;2;;;1;1;;;10;;;;2;1;;;;;2;2;2;4;1;1;;38;1;;;14;;9;3;;2;1;1;2;23;1;1;;21;;7;3;;1;;2;1;1;2;8;1;6;4;27;;2;4;3;6;;;2;1;;;;;;;;;;1;2;2;;2;1;1;1;2;2;;2;2;;1;1;1;1;2;1;2;2;2;;12;1;4;5;1;;;4;4;5;1;1;;7;1;4;4;1;;;411
31566-5061;20120201;insucesso;;;;;;4;;;;;;;;;;;;;;;;;;;3;;;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;3;;;3;3;2;1;1;;;;;;;;2;2;;2;2;2;2;6;2;1;4;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;70
31569-4114;20120101;insucesso;3;2;1;1;;68;6;;;2;5;;1;;;6;;2;;;;;3;1;17;;2;7;3;2;1;1;5;5;2;;6;6;4;;6;;;;;12;1;1;1;6;1;1;3;1;;2;2;2;21;2;1;;12;4;;;2;;;;;2;;;4;14;4;1;1;2;;;;;;;1;;2;7;4;2;1;;56;3;2;5;;17;;1;5;3;1;1;1;;1;1;3;3;1;1;12;11;3;2;2;1;;15;4;;4;2;;2;2;1;;1;1;3;2;2;1;24;1;20;5;8;8;1;12;10;25;8;4;;20;2;10;9;5;11;9;656
31570-4114;20120101;insucesso;2;1;1;1;;45;;;;;2;;;;;4;;2;;1;;;1;1;20;;;7;3;2;1;;1;;;;;;;;;1;1;;;9;1;1;1;1;;;;;1;;;;;1;;;11;;;;6;;3;2;;1;1;1;1;13;1;;1;10;;5;3;;1;1;1;1;1;;2;;2;2;71;1;;5;3;23;;3;12;8;3;2;1;1;1;1;3;2;;2;8;5;1;1;;;;15;3;;3;1;;1;1;;;1;1;2;1;1;1;1;;;;;;;4;3;;;;;4;;4;3;;1;1;391
31570-5490;20120202;SUCESSO;3;2;1;1;;55;1;;;;4;;;;;12;;7;;3;1;2;;;22;1;;10;4;2;2;;;;;;2;2;1;1;;7;6;;;9;1;1;1;;;;2;;3;2;2;2;;;;;28;1;;;6;;1;1;;2;;2;3;34;1;;;20;;4;1;1;1;;3;1;3;1;1;;1;1;62;;2;4;1;16;;3;6;3;2;1;1;;1;;1;;;;5;3;;;;;;6;;;;;;;;;;;;3;2;2;1;7;;;;3;2;1;4;4;4;;;;5;;3;3;2;;;455
31572-4448;20120101;insucesso;;;;;;15;1;;;;1;;;1;;1;;1;;;;;2;1;1;;;1;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;1;1;;;1;1;;1;;;;;;;;;;4;1;1;;1;1;;;;;;2;;1;1;2;;1;;5;1;;1;;3;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;63
31572-5384;20120202;insucesso;1;;1;;;26;3;;1;;6;;1;;;;;;;;;;;;2;;;1;;;;;;;;2;;;;;;;;;;9;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;9;1;;;;3;;;;;;;;;;;;;;;3;3;;1;;;;9;;;1;;;;;;;;;1;;;;4;;1;;;;;;;;;;;;;;;;;;95
31589-4435;20120102;SUCESSO;2;2;;;;29;5;;;2;6;1;;2;;2;;1;;;;;;;9;;;5;2;1;;;2;1;1;;;;;;;1;1;;;13;;;;5;;1;1;;1;1;1;1;;2;2;;3;1;1;;1;;1;1;;1;1;;1;4;1;;;3;1;1;1;1;;;;;;;;;;;18;;3;1;1;9;;1;4;3;1;1;1;;;;;;;;4;4;;1;;;;11;2;;4;1;;1;;;;;;2;2;2;;3;;;;;;;;;20;7;1;;2;;;;1;;;237
31595-4603;20120102;insucesso;2;;2;2;;34;1;;;;2;;;2;1;;;;;;;;;;15;;1;3;1;;;;;;;;3;2;2;;;;;;;8;1;1;1;3;;1;;;2;;;;;2;;1;4;1;;1;2;;2;2;;1;;;1;6;;;;4;1;2;2;;;;1;1;;;;;;;28;;5;2;2;9;1;1;4;2;1;;;;1;1;3;1;;;3;1;;;;;;1;;;;;;;;;;;;2;;;2;1;;;;4;;3;8;6;;;;;6;;6;6;;;;234
31601-4917;20120201;insucesso;;;;;;37;2;;;;3;;;;;5;;2;;;;;;;10;;;1;1;;;;2;2;;;;1;;;;1;1;;;3;;;;1;1;;;;2;;;;;;;;5;;;;3;;3;;;1;1;1;;8;3;2;1;4;;2;2;;;;1;1;1;;2;1;1;1;25;1;;1;;6;;;3;1;1;;;;1;1;1;1;1;;10;10;2;6;3;1;;12;8;4;6;5;3;3;3;1;;1;1;;;;;;;;;;;;3;3;;;;;4;;3;3;;1;1;259
31601-6590;20130201;SUCESSO;2;1;1;1;;72;1;;;;19;;;;;6;;3;;1;1;2;;;14;;;2;1;;;;3;3;;2;;1;1;;;1;1;;;26;1;1;1;2;;1;;;3;1;1;1;;;;;11;4;;1;6;2;4;3;1;1;1;1;1;14;1;;;10;2;6;4;3;1;1;3;3;1;;;;;;42;1;1;2;2;4;;1;1;;;;;;;;2;2;1;;9;9;;2;;;;14;1;;2;1;;;;;;;;2;1;1;1;5;1;;;;;;2;;2;1;1;;2;;1;;1;;;380
31604-4435;20120102;SUCESSO;2;1;1;1;;16;;;;;4;;;;;;;;;;;;;;4;1;;;;;;;;;;;;2;;;;;;;;11;;;;1;;;1;;1;1;1;1;;;;;2;;;;;;;;;;;;;2;;;;1;;;;;;;;;1;;;;;;9;;1;;;;;;;;;;;;;;;;;;2;2;;1;;;;2;;;1;;;;;;;;;2;1;1;1;;;;;;;;;;29;18;11;6;3;;;;2;;;147
