IdAluno;Bimestre;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>41>;14>32>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>43>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>48>;14>49>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;16>31>14>;17>;17>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>31>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>14>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>14>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>41>41>41>41>;41>41>43>;41>41>43>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;42>;43>;43>14>;43>41>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;43>44>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>14>;7>5>;7>5>5>;7>6>;8>;8>7>;Total Geral
41425-6402;20130102;insucesso;2;1;1;1;29;;;;2;;;;5;;1;;;;;;;;1;13;;3;;;1;1;1;;;;;;;;;;1;1;;;;6;;;;;;;;;;;;;1;1;;8;3;;;2;2;;;;;;4;3;;;;;11;;;;8;3;;1;;;;3;2;;;;;1;;2;1;;1;1;39;;;;;;14;;;3;;2;2;1;;2;2;5;5;2;2;;10;;1;9;2;4;3;;;;21;5;2;1;1;1;8;2;;5;1;1;;;;3;3;2;1;1;1;2;;;1;;;;;;;;;;;;;;;;1;;299
41425-6895;20130201;insucesso;1;;1;1;10;;;;2;;;;;;;;;;;;;;;4;;1;1;;1;;;;;;;;;;;;;;;;;3;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;7;;;3;;2;1;1;;1;1;2;2;1;1;1;3;;;3;2;1;1;1;1;1;3;2;1;1;;;1;;;1;;1;;1;1;2;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;97
41483-6590;20130201;insucesso;;;;;72;7;5;1;3;2;;;20;;10;;4;;1;;2;;;13;2;6;4;2;1;4;3;1;;;;;3;2;;;;;;;;6;;;;4;;;;1;;;;2;;;;15;3;;;;6;;2;;;;2;2;;;;2;24;2;;1;14;2;;6;2;;;2;2;;2;1;;3;2;1;;;;;22;2;1;3;1;1;11;1;1;6;;4;2;1;1;4;3;6;6;4;3;;12;;3;11;1;7;5;3;1;1;12;4;2;1;;;7;3;2;5;2;3;;1;1;2;1;;;;;9;1;2;;7;1;;;3;2;13;1;1;;6;;3;2;1;;;502
41520-6401;20130102;insucesso;1;;1;1;15;;;;1;;;;;;;;;;;;;;;4;;2;;;1;1;1;1;;1;;;;;;;;;;;;3;1;1;1;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;16;;1;;;;10;1;;6;;4;;;;1;1;3;3;1;1;;6;;1;6;1;5;3;1;;;13;2;2;1;;;7;;;3;;1;;;;;;1;;;1;1;;;;;;;;;;;;;;1;1;;;;;;145
41520-6895;20130201;insucesso;1;1;;;10;1;;;3;2;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;3;;;;3;2;;1;;1;1;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;41
41556-6400;20130102;SUCESSO;3;1;2;2;25;1;;;3;;3;;1;;;;;;;;;1;;7;;1;1;1;;2;2;2;2;;;;1;1;1;;;;;;;12;1;1;1;4;;3;;1;1;1;1;;4;;2;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;;;;;;;22;;3;1;;;4;;;2;;1;1;1;;;;;;;;;6;;;5;1;4;4;3;1;;5;2;;;1;1;4;2;;4;2;3;2;1;;4;4;3;1;1;2;2;2;;;2;;;;1;1;;;;;1;;1;1;;;;210
41590-6590;20130201;SUCESSO;1;1;;;12;1;;1;2;;;;5;1;4;1;1;;1;1;;;;2;;;;;;;;;;;;;1;;;;;;;1;1;4;;;;;;;;;1;1;1;;;;;5;1;;;1;1;;;;;;1;1;1;;1;1;6;2;;;5;1;;1;;;;1;1;1;;;;;;;;;;;14;;;;;;2;;;;;;;;;;;1;1;;;;3;;;2;;;;;;;3;;;;;;;;;;;;;;;;;1;1;1;;1;;;1;;;;;;;1;;;;2;1;;;1;;;111
41593-6400;20130102;insucesso;;;;;12;1;;;1;;1;1;3;;2;;1;;;;1;;;4;;1;;;;1;1;1;;;1;;;;;;;;;;;2;;;;1;1;;;;;;;;1;;1;4;1;;;;2;;2;2;;;;;;;;;5;2;1;1;4;;;2;2;2;;;;;1;;;2;1;;2;1;1;;17;;;1;;1;6;;;2;;2;;;;;;;;;;;3;;;3;1;3;2;1;1;1;3;3;1;1;;;3;3;1;2;2;1;1;1;1;1;1;;;;;;;;;;2;;1;;;;;;;;;;;;;;148
42004-6402;20130102;SUCESSO;;;;;29;1;;;2;;1;;6;1;3;;;;1;1;;;;8;;2;1;1;;;;;;3;;;1;;;;3;3;;;;3;;;;2;;;;;;;;;1;;1;5;1;;;;;;;;;;1;1;1;1;;1;19;5;2;;5;1;;;;;;1;1;1;1;;;3;2;1;;;;;42;1;2;4;;;12;;3;6;2;3;2;2;;;;1;1;;;;2;;;2;1;1;;;;;2;2;1;;;;1;1;1;;;;;;;1;;1;;;;5;3;;;;;;;2;1;1;;;;2;;1;1;1;;;241
42237-6402;20130102;SUCESSO;1;1;;;11;1;;;1;;;;;;;;;;;;;;;5;;3;1;1;1;2;2;2;2;;;;;;;;;;;;;2;;;;;;;;;1;1;1;;;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;11;;1;1;;1;5;;1;2;;2;;;;;;1;1;1;;;4;;;4;;2;2;2;;;10;2;;;2;2;5;1;;3;;2;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;113
42250-6402;20130102;SUCESSO;1;;1;1;24;1;;;2;;;;2;;2;1;1;1;;;;;;13;;2;;;;1;1;1;;;;;;;;;;;;;;6;;;;2;;1;;1;;;;;;;;2;2;1;1;1;1;1;1;1;;;;;;;;;3;1;;;2;2;1;1;1;1;;;;;1;;;;;;;;;;24;;;;;;2;;;;;;;;;;;1;;;;;2;;;1;;1;1;1;;;1;1;1;;;;1;1;1;1;1;1;1;;;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;1;;137
42261-6402;20130102;insucesso;;;;;47;;;;;;;;15;;9;;5;;;;2;;;9;;3;1;1;;1;1;1;;;1;;2;1;;;2;2;1;2;;1;;;;;;;;;;;;;;;;16;4;;;3;8;;4;1;;;2;1;;;;;26;2;;;15;2;;8;4;1;;;;;3;2;;2;;1;;;;;33;1;;3;;;9;;1;3;;1;1;;;1;1;2;1;;;;7;1;2;4;1;2;1;1;1;1;9;2;;;1;1;3;;;1;;1;;1;1;;;;;;;1;;;;;2;;2;3;3;21;10;5;3;6;;3;3;2;;;374
42304-6402;20130102;insucesso;;;;;3;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;3;;;1;;1;;;;;;;;;;;1;;;1;;1;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25
42411-7297;20130202;SUCESSO;1;;1;1;14;4;;1;2;;;;2;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;43
43058-6400;20130102;SUCESSO;1;1;;;128;3;;2;3;;;;46;3;30;5;12;7;1;1;4;3;1;30;2;7;2;;2;3;2;2;2;;;;3;;;;4;4;;12;12;6;;;;1;;;;2;;;;;;;;68;16;12;6;1;20;3;12;6;4;;2;2;;;;2;75;8;4;1;47;9;8;16;10;6;4;1;1;;8;3;;8;1;2;1;;;;95;2;3;9;;4;34;;4;11;2;5;4;1;;4;3;7;6;5;;;17;;;15;4;9;2;2;;;20;7;3;;2;2;9;3;2;2;;2;;;;3;3;1;1;1;;7;2;;;1;1;1;1;2;2;18;3;;;12;4;2;2;1;4;;1086
4339-4435;20120102;insucesso;;;;;30;;;;2;1;;;2;;1;;;;;;;;;16;1;4;;;2;1;1;;;;;;;;;;;;;;;8;;;;1;;3;;1;;;;;;;;9;;;;;1;;1;1;;;;;;;;;8;2;;2;5;;;1;1;1;;;;;;;;;;;;;;;28;;1;4;1;3;6;1;1;;;;;;;;;2;2;1;1;;8;;;8;1;1;1;;;;14;1;1;1;;;1;;;1;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;197
43464-6400;20130102;SUCESSO;1;;1;1;92;6;;2;1;;;;11;;4;1;;;;;;5;1;14;1;8;3;2;;;;;;1;2;;4;3;3;;;;;;;8;1;1;1;1;;1;;3;;;;1;2;;1;19;3;1;1;1;4;1;3;3;2;1;;;;;2;1;21;;;;10;1;1;;;;;;;;;;;7;4;;1;;;;57;1;1;5;;3;20;;2;5;;2;;;;;;;;;;;6;;;4;1;2;1;1;1;;9;3;2;;;;2;1;1;1;1;1;1;1;;2;2;1;;;1;5;1;1;1;1;2;1;;5;5;;;;;8;1;5;5;;2;;458
43978-6401;20130102;insucesso;;;;;11;;;;2;;;;1;;;;;;;;;;;2;1;1;;;;;;;;;;;2;;;;;;;;;3;;;;;;;;1;;;;1;;;;7;1;;;;2;;1;1;;;;;;;;;7;;;;3;;;1;;;;;;;;;;;;2;;;;;11;;;4;;2;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;1;;;;;;;;;;;5;;;;;;;83
43981-6401;20130102;SUCESSO;1;;1;1;35;;;;4;;;;7;1;;;;;;;;;;13;1;5;2;;;4;3;2;1;;1;;;;;;;;;;;9;1;1;1;1;;1;;;;;;9;;;;3;2;1;;1;1;1;;;;;;;;;1;;13;1;;1;1;;;;;;;;;;1;;;1;;8;;;;;35;1;3;2;;;11;;1;5;;;;;;2;2;2;2;1;;;13;;1;12;3;7;4;4;3;;29;9;6;;3;2;10;5;3;6;3;5;3;4;;;;1;;;1;10;;9;;;1;1;;;;;;;;5;1;;;;;;372
44006-6895;20130201;insucesso;1;;1;1;12;;;;1;;;;1;;;;;;;;;;;3;;2;1;1;;;;;;;;;;;;;;;;;;3;;;;1;;;;;;;;;;;;4;;;;;1;;;;;;;;;;;;7;1;;;2;;;1;;;;;;;1;;;1;;2;;;;;13;;;;;;4;;;1;;1;;;;1;;1;;;;;3;;2;1;;1;;;;;1;;;;;;1;;;;;;;;;1;1;1;;;1;2;;;2;;;;;;;;;;;1;;;;;;;87
44022-6590;20130201;SUCESSO;1;1;;;102;20;;3;4;1;;;23;4;13;3;;;6;5;1;;;18;;9;4;2;1;2;2;1;1;;2;2;3;2;2;;1;1;;1;1;6;;;;2;;;;;1;1;1;;;;;21;10;1;1;2;3;1;;;;;8;7;2;2;;2;33;7;;1;21;9;1;2;;;;8;7;2;5;4;;1;1;;;;;;44;1;;1;;1;20;;1;8;1;4;2;1;;1;1;2;2;1;;;4;;;4;1;3;2;1;1;;4;3;3;;2;2;3;3;2;2;2;1;1;1;;;;1;1;1;;2;;;;;2;;2;6;6;10;2;1;;7;1;5;5;;;;603
44024-6590;20130201;SUCESSO;1;;1;1;85;6;;;2;;;;35;;17;;6;2;;;3;2;1;6;;1;1;1;1;1;;;;;1;;2;2;2;;;;;4;3;5;;;;;;;;;;;;1;;;;28;1;;;;11;;4;1;1;;1;1;;;3;1;42;2;;;22;;;10;4;1;1;;;;4;3;;3;2;;1;;;;24;1;1;2;;1;8;;;3;;1;1;1;;1;1;3;1;1;;;6;;3;1;;1;1;;;;5;1;1;;;;3;;;1;;;;;;1;1;1;;;1;5;;1;;1;2;2;1;3;2;;;;;3;;3;2;;;;442
44027-6402;20130102;insucesso;1;1;;;20;;;;1;;;;4;;3;;3;;;;;;;2;;;;;;3;2;1;;;;;;;;;;;;;;3;;;;;;;;1;1;1;1;;;;;12;1;;;;9;;5;4;;;2;1;;;4;3;13;1;1;;9;;;7;4;3;;2;1;;;;;1;;;1;;;;36;;;2;;2;8;;1;1;;;;;;1;1;3;3;;;;11;;2;9;1;3;;;;;29;3;;;2;1;7;2;;2;2;2;2;1;;1;;1;1;1;;3;;;1;;;;;;;4;;;;5;;;;;;;286
44033-6402;20130102;insucesso;2;1;2;1;29;2;;;;;;;6;;2;;;;;;;;;11;2;5;2;1;;;;;;;;;6;;;;1;1;1;;;5;;;;;;;;;1;1;1;4;;;;7;4;;;;;;;;;;;;;;;;9;2;;1;4;2;;;;;;;;;;;;;;5;;;;;29;1;;2;1;1;10;;;3;;1;1;;;1;;1;;;;1;3;1;;1;;1;1;;;;2;2;1;1;;;1;1;;1;1;;;;;;;2;1;1;1;5;1;4;;;1;1;;1;1;30;3;;;6;;1;1;1;2;1;254
44033-6590;20130201;insucesso;1;;1;1;45;19;10;8;2;;;;9;3;6;;;;2;;1;;;17;4;7;2;1;;;;;;;;;3;1;;;1;1;1;3;;3;1;1;1;;;;;;;;;2;;;;8;5;;;;;;;;;;3;3;;;;;13;4;2;1;7;3;;;;;;3;3;;1;1;1;;;2;1;;1;;18;4;1;5;2;1;7;;;2;;1;;;;;;;;;;;1;;;1;1;;;;;;1;1;1;1;;;;;;;;;;;;;;1;;;1;3;;2;;1;;;;1;1;3;2;;;4;1;1;1;;;;289
44049-6590;20130201;SUCESSO;1;1;;;47;4;;1;3;;;;7;1;4;2;1;1;1;1;;;1;7;;3;1;1;;;;;;;;;2;1;1;;;;;1;1;5;;;;2;;;;;1;1;1;;;;;10;6;1;1;1;2;;1;;;;2;2;1;1;;1;11;2;1;;8;5;1;1;1;;;2;2;1;;;;;;;2;;1;1;9;;;2;;1;3;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;2;1;;1;1;;;;1;1;;;;;3;;1;1;;;;205
44058-7297;20130202;SUCESSO;1;;1;;34;;;;;;;;4;;1;;;;;;1;;1;11;;3;2;;;;;;;;;;1;1;1;;2;2;;;;1;1;1;;;;;;;;;;6;1;;1;5;;;;;;;;;;;1;;;;1;;16;1;;1;5;;;;;;;1;;;1;;;;;6;2;;2;1;46;;1;2;;;16;;1;9;1;4;3;2;;;;;;;;;4;;2;2;;1;;;;;6;1;;;;;1;;;;;;;;;1;;1;;;;6;1;6;;;;;;3;3;;;;;3;;3;3;;;;252
44060-6402;20130102;insucesso;1;;;;30;;;;2;;1;1;6;;;;;;;;4;;;8;1;3;;;;;;;;;;;3;;;;;;;1;;6;;;;1;1;2;;1;1;1;;11;1;;1;13;;;;;3;;;;;;1;;;;;2;19;1;;;3;;;;;;;1;;;4;;;2;1;10;1;;;;55;;;4;;2;25;;2;8;;3;1;1;;1;;2;;;;3;5;;1;2;;2;2;2;2;2;2;1;1;1;;;2;1;1;2;1;2;1;2;2;2;;1;1;;;12;;11;;3;2;1;1;;;8;1;;;7;1;;;1;2;1;347
44060-6590;20130201;insucesso;1;;;;21;1;;1;5;;;;1;;;;;;;;;;1;3;;1;;;;2;1;;;;2;;1;;;;;;;;;10;;;;;;1;;;1;1;;2;1;;1;3;;;;;1;;1;1;;;;;;;;;5;;;;1;;;;;;;;;;1;;;1;;2;1;;1;;19;;;1;;;7;;1;2;;;;;;;;2;2;1;;;7;;2;5;;3;;;;;14;1;;;1;;6;1;;;;;;;;;;1;1;;;2;;2;;;2;;2;;;2;;;;2;;;;2;;;167
44065-6402;20130102;SUCESSO;2;1;1;1;60;1;;;2;;;;20;1;12;3;3;1;2;2;;1;;24;5;7;6;2;3;2;2;1;1;;;;2;2;2;;2;2;;2;2;5;;;;2;;;;1;1;1;1;1;;;;35;17;4;2;7;7;6;3;1;1;;3;3;;;;2;42;3;;1;29;9;2;6;3;1;1;3;3;;3;2;;3;;3;7;;5;4;52;;2;7;;5;13;;3;8;3;2;;;;;;3;3;;;;7;;;7;4;2;2;2;1;;7;5;4;;1;1;2;1;1;2;1;2;1;1;;1;1;2;1;1;1;6;;1;3;1;;;;6;6;;;;;6;;6;6;;2;;618
44090-6402;20130102;insucesso;1;1;;;66;6;1;3;2;;;;27;1;19;;5;;1;;;;2;19;;10;5;3;;1;;;;;;;4;1;;;2;2;1;3;;4;;;;3;1;;1;;1;1;1;;1;;1;27;5;;;1;11;;2;2;;;3;2;;;1;;41;7;2;2;24;2;;8;2;2;;2;2;;2;;1;;;1;9;;8;4;40;1;;1;1;;23;;;12;;6;1;1;1;4;4;4;4;4;;3;9;1;1;7;;7;1;1;;;8;3;2;;;;8;3;2;1;1;1;1;;;2;2;1;1;1;;2;;;1;;;;;1;1;30;16;8;6;5;;1;1;;1;1;621
44109-6402;20130102;insucesso;;;;;18;1;;1;;;;;3;1;1;;;;1;;;;;12;;1;;;;;;;;;;;;;;3;1;1;1;;;;;;;;;;;;;;;;;;;3;;;;;1;;;;;;1;;;;;;8;4;;2;3;;;1;;;;1;;;1;1;1;;;;1;;1;1;18;;;3;1;;5;;1;;;;;;;;;1;1;;;;2;;;2;2;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;4;1;;;;4;4;132
44112-7114;20130202;insucesso;1;1;1;1;33;3;;2;4;2;1;;2;1;;;;;;;;;;9;;1;;;;;;;;2;;;5;5;;;;;;;;8;1;1;1;5;1;3;;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;3;2;1;1;;;;;;;;;;;1;;;1;;;1;1;;;16;1;;;;;2;;;;;;;;;;;;;;;;1;;;1;;1;;;;;1;1;;;;;1;1;;;;;;;;;;1;1;1;1;3;1;1;;;;;;7;6;2;;;;7;1;6;5;;;;179
44113-6402;20130102;insucesso;;;;;3;;;;;;;;2;;1;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;3;1;;;1;1;;;;;;1;;;;;;3;1;;;1;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;27
44118-6402;20130102;insucesso;1;;1;;7;;;;1;;;;1;;;;;;;;1;;;2;;1;;;;;;;;;;;;;;;;;;;;4;;;;1;;1;;1;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;1;1;;;;;;;;;6;;4;;;;3;2;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;47
44127-6402;20130102;insucesso;;;;;18;2;;1;;;2;1;3;;3;;;;;;;;;7;;3;1;;;2;1;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;2;;1;6;3;;;2;3;;2;;;;;;;;2;1;7;2;1;1;5;;;2;1;;;;;;;;;1;1;1;;;;;25;;;1;1;;11;;;3;;1;;;;1;1;2;2;2;1;;8;2;1;5;1;3;1;1;1;1;24;5;2;1;;;9;3;2;5;2;5;2;4;2;;;;;;;3;;;;1;1;;;;;;;;;1;1;;;;;;238
44153-6895;20130201;insucesso;1;1;;;14;1;;;1;;;;;;;;;;;;;;;7;;4;2;1;;;;;;;;;1;;;;;;;;;2;;;;;;;;;1;1;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;22;;;1;;;11;;1;5;;3;2;2;1;1;1;1;1;1;1;;2;;;2;;2;2;2;2;1;2;;;;;;2;;;2;;2;;2;1;;;1;1;1;;3;;1;;;;;;;;;;;;2;;;;;;;127
44169-6895;20130201;insucesso;1;;1;1;34;1;1;;3;;1;1;2;;;;;;;;;;;7;;2;1;1;;;;;;;1;;1;;;;;;;;;7;;;;1;;1;;;;;;;4;1;1;2;;;;;;;;;;;;;;;;;9;1;;;1;;;;;;;;;;;;;1;;1;1;;;;24;;;;;;7;;;1;;1;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;;;1;4;2;;1;2;3;2;2;1;1;7;1;1;;6;;1;1;;1;;168
44172-6895;20130201;SUCESSO;1;1;;;16;;;;1;;1;;2;;1;;;;;;;1;;2;1;1;;;;;;;;;;;;;;;1;1;;;;4;;;;;;;;2;1;1;1;;1;;1;7;;;;;1;;;;;;1;1;;;1;;10;;;;4;;;1;;;;1;1;;2;;;3;1;2;;;;;20;;;3;;1;5;;1;1;1;1;1;;;;;;;;;;4;;;2;;1;1;;;;2;;;;;;1;;;1;;;;;;;;1;1;1;;2;;;1;;;;;;;;;;;;;;;;;;129
44176-7114;20130202;insucesso;1;;1;1;23;1;;;;;;;3;;1;;;;;;1;;;11;;3;1;;1;2;1;1;;;;;;;;;;;;;;4;1;1;1;2;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;6;;;;1;;;;;;;;;;2;;;2;;;;;;;33;;2;2;;;12;2;1;7;;2;1;1;1;1;;2;1;1;1;;13;;2;9;;5;2;1;1;;14;5;3;1;1;;9;5;3;3;1;1;1;1;;1;1;1;;;1;;;;;;;;;1;1;6;1;;;2;;1;1;1;;;243
44195-6402;20130102;SUCESSO;1;;1;1;13;1;;;1;;;;1;;1;;;;1;;;;;6;;1;1;;;;;;;;1;;;;;;;;;;;1;1;1;1;;;;;;;;;;1;;;5;;;;;2;;2;1;1;;1;;;;;1;3;;;;3;;;1;1;1;1;1;;;;;;;;;;;;;10;1;;;;;2;;;1;;;;;;1;1;1;1;1;;;3;;;2;;2;;;;;3;1;1;;;;2;1;1;;;;;;;2;1;1;;;1;5;;;;2;1;1;;2;1;;;;;3;;1;1;;;;116
44196-6400;20130102;insucesso;2;1;1;1;19;2;1;2;4;;;;4;1;1;;;;;;;;1;8;1;2;;;;1;1;1;;;1;;2;;;;;;;;;7;1;1;1;1;;;4;;1;1;1;1;5;5;;4;1;;;;;;;;;;;;;;;;9;2;1;;3;;;;;;;;;;;;3;;;1;4;1;1;;18;;2;2;1;;4;;;;;;;;;;;;;;;;1;;;1;1;1;;;;;3;2;;;1;1;3;1;;1;1;;;;;;;2;1;1;1;2;;1;;;2;;;;;4;;;;3;;;;;;;177
44258-7297;20130202;SUCESSO;1;;1;1;11;2;;;1;;;;1;1;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;6;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;1;1;;;;;1;;1;1;;;;52
44332-6401;20130102;insucesso;1;1;;;58;5;;;12;2;1;;5;;3;;;;3;;;;1;13;1;3;;;;2;2;;;1;1;;2;;;;;;;;;20;;;;3;1;;2;1;1;1;1;2;7;5;1;13;2;;;;;;;;;;9;4;;;;;16;1;;;11;2;;;;;;8;3;;;;9;;;2;10;7;7;4;25;2;2;3;;3;7;;1;1;;1;1;;;;;1;;;;;7;;;6;2;2;;;;;8;2;1;;;;3;;;;;;;;;3;3;1;1;1;;6;2;2;;;5;2;;;;;;;;5;1;;;;;;380
44389-6402;20130102;insucesso;;;;;32;4;;1;1;;5;5;5;;3;;;;1;;1;;8;7;;1;1;;;1;1;1;;;;;;;;1;2;1;;1;;8;;;;;;;1;3;;;;;5;1;5;13;2;;;;4;;2;1;;;4;3;;;1;1;19;3;;;10;1;;2;;;;2;2;;4;2;;;;;11;;9;2;21;;;;;;8;;;5;;3;1;;;;;;;;;2;3;1;;2;;1;1;;;;2;1;;;;;1;1;;1;1;;;;;1;;1;;;;1;;;;;;;;;;;;;;1;;;;;2;;265
44530-6402;20130102;insucesso;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9
44845-7114;20130202;insucesso;;;;;15;;;;;;;;5;3;;;;;;;1;;;4;1;2;1;;;;;;;;;;;;;;1;1;1;;;2;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;9;6;;2;2;;;;;;;1;;;1;;;;;1;;;;;9;;;1;1;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;;;;;1;;1;1;;;;82
44965-7297;20130202;SUCESSO;;;;;24;;;;5;1;;;8;1;4;1;1;;1;1;;1;;10;;1;1;;;;;;;;;;1;;;;2;2;;1;1;6;;;;1;;2;;2;;;;;1;;;9;2;;;;2;;;;;;2;1;;;;;14;3;;2;8;2;;2;;;;1;1;;;;;1;;1;;;;;21;2;3;1;;;3;;;1;;;;;;1;;4;1;;;;4;;2;2;;;;;;;3;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;1;2;;;;3;;2;1;1;;;192
Total Geral;#N/D;#N/D;400;169;227;199;10954;665;54;152;1039;174;232;75;1736;149;953;101;250;81;138;60;152;63;130;2823;122;912;369;183;121;413;335;178;60;154;194;61;400;129;64;62;299;279;52;197;141;2358;144;144;124;509;73;193;61;205;135;135;123;193;424;68;211;3044;586;90;60;122;953;76;466;259;101;57;471;290;66;55;165;192;3912;568;121;146;2190;336;55;663;325;182;66;336;210;59;368;162;57;314;116;235;375;59;227;131;7858;179;284;569;56;244;2420;68;250;925;63;439;226;146;52;207;140;495;347;178;61;64;1651;67;136;1278;155;667;388;257;136;51;2625;571;251;56;149;123;1063;349;151;551;221;342;151;184;64;218;151;409;190;169;200;1071;216;178;123;166;362;180;170;439;353;1625;535;244;124;1015;126;346;301;160;202;80;85328
